MUNICIPIO,SITIO
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),CLINICAS Y SIMILARES
CALI (CT),VIAS PUBLICAS
CALI (CT),ESTACION M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),ALIMENTADOR BUS M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CARTAGO,VIAS PUBLICAS
YUMBO,VIAS PUBLICAS
YUMBO,VIAS PUBLICAS
ZARZAL,LOCAL COMERCIAL
ZARZAL,CASAS DE HABITACION
ENVIGADO,PLAZAS DE MERCADO
ITAGUI,VIAS PUBLICAS
MEDELLIN (CT),LOCAL COMERCIAL
MEDELLIN (CT),PARQUES
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),HOSPITALES
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
RIONEGRO,VIAS PUBLICAS
SABANETA,ESTACION DEL METRO
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),PARQUES
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),CENTRO COMERCIAL
MANIZALES (CT),DENTRO DE LA VIVIENDA
MANIZALES (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
CAJIBIO,CARRETERA
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
SANTANDER DE QUILICHAO,VIAS PUBLICAS
PELAYA,VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
CERETE,VIAS PUBLICAS
CIENAGA DE ORO,CALLEJON
LORICA,VIAS PUBLICAS
LORICA,VIAS PUBLICAS
MONTERIA (CT),FINCAS Y SIMILARES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO TOBERIN
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 72
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO SUBA-CLL 100
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),GIMNASIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL DE SUBA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CAFETERIAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PERDOMO
VILLETA,FRENTE A ALMACEN - VIA PUBLICA
RIOHACHA (CT),CASAS DE HABITACION
RIOHACHA (CT),CASAS DE HABITACION
RIOHACHA (CT),VIAS PUBLICAS
RIOHACHA (CT),VIAS PUBLICAS
PITALITO,CASAS DE HABITACION
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SAN MARTIN,FINCAS Y SIMILARES
VILLAVICENCIO (CT),LOCAL COMERCIAL
VILLAVICENCIO (CT),HELADERIA
VILLAVICENCIO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
CUCUTA (CT),LOCAL COMERCIAL
ARMENIA (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
CALARCA,VIAS PUBLICAS
QUIMBAYA,VIAS PUBLICAS
LA VIRGINIA,VIAS PUBLICAS
LA VIRGINIA,VIAS PUBLICAS
LA VIRGINIA,VIAS PUBLICAS
LA VIRGINIA,VIAS PUBLICAS
LA VIRGINIA,VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),CASAS DE HABITACION
PEREIRA (CT),VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),BUS METROLINEA
BUCARAMANGA (CT),LOCAL COMERCIAL
BUCARAMANGA (CT),TIENDA
BUCARAMANGA (CT),TIENDA
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),LOCAL COMERCIAL
GIRON,CASAS DE HABITACION
GIRON,VIAS PUBLICAS
COROZAL,VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
IBAGUE (CT),RESTAURANTES
IBAGUE (CT),VIAS PUBLICAS
BUENAVENTURA,VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),SEMAFORO
CALI (CT),DENTRO DE LA VIVIENDA
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),LOCAL COMERCIAL
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),ESTACION TRANSMETRO
CARTAGO,VIAS PUBLICAS
CARTAGO,DENTRO DE LA VIVIENDA
YUMBO,VIAS PUBLICAS
YUMBO,VIAS PUBLICAS
BELLO,SOBRE ANDEN - VIA PUBLICA
ENVIGADO,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),PARQUES
MEDELLIN (CT),CASAS DE HABITACION
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),FRENTE A ALMACEN - VIA PUBLICA
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
RIONEGRO,VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
DUITAMA,VIAS PUBLICAS
DUITAMA,ALMACENES
DUITAMA,VIAS PUBLICAS
DUITAMA,HOSPITALES
MANIZALES (CT),LOCAL COMERCIAL
MANIZALES (CT),DENTRO DE LA VIVIENDA
MANIZALES (CT),ALMACENES
MANIZALES (CT),CASAS DE HABITACION
RIOSUCIO,VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
VALLEDUPAR (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
VALLEDUPAR (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),RESTAURANTES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SITP
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),PARQUES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),"SEDES SOCIALES, CLUBES O SIMILARES"
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO COUNTRY SUR
BOGOTA D.C. (CT),ESTACION TRANSMILENIO COUNTRY SUR
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ALMACENES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),"COLEGIOS, ESCUELAS"
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO RESTREPO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
RIOHACHA (CT),VIAS PUBLICAS
RIOHACHA (CT),VIAS PUBLICAS
CAMPOALEGRE,VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),PELUQUERIA Y SIMILARES
NEIVA (CT),RESTAURANTES
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),INTERIOR VEHICULO SERVICIO PUBLICO
PASTO (CT),VIAS PUBLICAS
SAN ANDRES DE TUMACO,VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
LOS PATIOS,VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),TRAMO DE VIA
ARMENIA (CT),VIAS PUBLICAS
LA TEBAIDA,VIAS PUBLICAS
PEREIRA (CT),LOCAL COMERCIAL
PEREIRA (CT),VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),LOCAL COMERCIAL
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
FLORIDABLANCA,ESTACION METROLINEA
LEBRIJA,CASAS DE HABITACION
MALAGA,VIAS PUBLICAS
MALAGA,VIAS PUBLICAS
PIEDECUESTA,VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),CASAS DE HABITACION
IBAGUE (CT),LOCAL COMERCIAL
BUENAVENTURA,CASAS DE HABITACION
CALI (CT),BUS MEGABUS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),INTERIOR VEHICULO PARTICULAR
CALI (CT),VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
BELLO,CASAS DE HABITACION
ENVIGADO,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),INTERIOR VEHICULO PARTICULAR
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),CASAS DE HABITACION
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
RIONEGRO,VIAS PUBLICAS
SABANETA,CENTRO COMERCIAL
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),CENTRO COMERCIAL
SOLEDAD,VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
SAN JUAN NEPOMUCENO,VIAS PUBLICAS
CHIQUINQUIRA,CASAS DE HABITACION
SOGAMOSO,VIAS PUBLICAS
SOGAMOSO,VIAS PUBLICAS
LA DORADA,VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
FLORENCIA (CT),CASAS DE HABITACION
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
PUERTO TEJADA,VIAS PUBLICAS
PUERTO TEJADA,VIAS PUBLICAS
QUIBDO (CT),TRAMO DE VIA
CERETE,FINCAS Y SIMILARES
CERETE,VIAS PUBLICAS
MONTERIA (CT),SUPERMERCADOS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 76
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
BOGOTA D.C. (CT),CAFETERIAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),BANCOS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PEPE SIERRA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),PARADERO DE BUSES
BOGOTA D.C. (CT),BUS TRANSMILENIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO NQS-CALLE 75
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ALMACENES
BOGOTA D.C. (CT),ALMACENES
SOACHA,VIAS PUBLICAS
MAICAO,VIAS PUBLICAS
RIOHACHA (CT),CASAS DE HABITACION
RIOHACHA (CT),CASAS DE HABITACION
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),RODANDO SOBRE VIA - VIA PUBLICA
NEIVA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
CUMARAL,FINCAS Y SIMILARES
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
PASTO (CT),CONSULTORIOS  ODONTOLOGICOS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),DENTRO DE LA VIVIENDA
CUCUTA (CT),VIAS PUBLICAS
LOS PATIOS,LOCAL COMERCIAL
VILLAGARZON,VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
LA TEBAIDA,FINCAS Y SIMILARES
LA TEBAIDA,FINCAS Y SIMILARES
LA VIRGINIA,VIAS PUBLICAS
PEREIRA (CT),CASAS DE HABITACION
PEREIRA (CT),VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),RESTAURANTES
BUCARAMANGA (CT),RESTAURANTES
FLORIDABLANCA,VIAS PUBLICAS
PIEDECUESTA,VIAS PUBLICAS
PIEDECUESTA,VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
CHAPARRAL,VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
BUENAVENTURA,LOCAL COMERCIAL
CALI (CT),CASAS DE HABITACION
CALI (CT),CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),SEMAFORO
CALI (CT),VIAS PUBLICAS
CALI (CT),INTERIOR VEHICULO SERVICIO PUBLICO
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),ESTACION M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),CASAS DE HABITACION
GUADALAJARA DE BUGA,VIAS PUBLICAS
JAMUNDI,CASAS DE HABITACION
JAMUNDI,VIAS PUBLICAS
ZARZAL,VIAS PUBLICAS
BELLO,ESCENARIOS DEPORTIVOS
BELLO,ESTACION DEL METRO
ENVIGADO,VIAS PUBLICAS
ITAGUI,INTERIOR VEHICULO PARTICULAR
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),HOSPITALES
MEDELLIN (CT),BANCOS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),CANCHA DE FUTBOL
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),PARQUES
MEDELLIN (CT),PANADERIAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),"DROGUERIAS, FARMACIAS"
MEDELLIN (CT),VIAS PUBLICAS
RIONEGRO,VIAS PUBLICAS
RIONEGRO,ALMACENES
RIONEGRO,ALMACENES
RIONEGRO,ALMACENES
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
BARRANQUILLA (CT),VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
MAGANGUE,VIAS PUBLICAS
DUITAMA,"BARES, CANTINAS Y SIMILARES"
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),ALMACENES
TUNJA (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),LOCAL COMERCIAL
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
FLORENCIA (CT),LOCAL COMERCIAL
FLORENCIA (CT),OFICINAS
FLORENCIA (CT),VIAS PUBLICAS
YOPAL (CT),VIAS PUBLICAS
YOPAL (CT),SOBRE ANDEN - VIA PUBLICA
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
PUERTO TEJADA,VIAS PUBLICAS
PUERTO TEJADA,VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
MONTERIA (CT),CASAS DE HABITACION
MONTERIA (CT),CASAS DE HABITACION
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
TUCHIN,CASAS DE HABITACION
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SITP
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO TERCER MILENIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),ESTACION TRANSMILENIO SAN VICTORINO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),ESTACIONES DE SERVICIO
BOGOTA D.C. (CT),PELUQUERIA Y SIMILARES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),"BARES, CANTINAS Y SIMILARES"
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),BUS TRANSMILENIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),BUS TRANSMILENIO
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL DE SUBA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
