DIA,BARRIO
MIERCOLES,SAN CARLOS
MIERCOLES,SAN CARLOS
MIERCOLES,AGUALONGO
MIERCOLES,BARRIO LA VICTORIA
MIERCOLES,BARRIO LATINO
MIERCOLES,CENTRO
MIERCOLES,SECTRO UNIVERSIDAD EAM
MIERCOLES,SECTRO UNIVERSIDAD EAM
MIERCOLES,VERSALLES
MIERCOLES,SECTOR CENTRO
MIERCOLES,URIBE URIBE
MIERCOLES,LA PRADERA
MIERCOLES,LA PRADERA
MIERCOLES,UNIVERSIDAD LIBRE MERCASA
MIERCOLES,P.INDUSTRIAL A
MIERCOLES,VIA BUCARAMANGA
MIERCOLES,URB. CIUDAD BOLIVAR
MIERCOLES,EL PRADO
MIERCOLES,GAITAN
MIERCOLES,RUITOQUE BAJO
MIERCOLES,PANORAMA
MIERCOLES,ZAPAMANGA IV
MIERCOLES,LOS TRINITARIOS
MIERCOLES,CHIMITA
MIERCOLES,CABECERA DEL LLANO P/TA
MIERCOLES,RUBY
MIERCOLES,SAN SIMON PARTE ALTA
MIERCOLES,FUNDADORES
MIERCOLES,EL REFUGIO E19
MIERCOLES,MARROQUIN I E14
MIERCOLES,BRISAS DE LOS ALAMOS E2
MIERCOLES,CIUDAD DE LOS ALAMOS E2
MIERCOLES,VALLE GRANDE E21
JUEVES,LA NEVADA
MIERCOLES,ALFONSO LOPEZ III E7
MIERCOLES,CALIMA E4
MIERCOLES,PANAMERICANO E10
MIERCOLES,VERSALLES E2
MIERCOLES,LLANO VERDE E15
MIERCOLES,SAN PEDRO E3
MIERCOLES,SANTA ANITA E17
MIERCOLES,LOS CAMBULOS E19
MIERCOLES,CHAMPAGNAT E19
MIERCOLES,SANTA ANITA E17
MIERCOLES,CANHAVERAL - BELLA SUIZA E19
MIERCOLES,SANTA ANITA E17
MIERCOLES,POTRERO GRANDE E21
MIERCOLES,CORR. CHAMBIMBAL/CAMPINH
MIERCOLES,CORR. CHAMBIMBAL/CAMPINH
MIERCOLES,MARIA LUISA DE LA ESPADA
MIERCOLES,CIRO VELASCO E24
JUEVES,LA ARBOLEDA
JUEVES,EL TABLAZO
JUEVES,SANTA MARIA # 3
JUEVES,LA MILAGROSA  C-9
JUEVES,PRADO C-10
JUEVES,LAS INDEPENDENCIAS C-13
JUEVES,LA CANDELARIA C-10
JUEVES,LA CANDELARIA C-10
JUEVES,LOS ALPES C-16
JUEVES,LORENA C-11
JUEVES,PROGRESO C-5
JUEVES,LA CANDELARIA C-10
JUEVES,LA CANDELARIA C-10
JUEVES,SANTA MARIA DE LOS ANGELES C-14
JUEVES,ASTORGA C-14
JUEVES,CONQUISTADORES C-11
JUEVES,SAN BENITO C-10
JUEVES,JESUS NAZARENO C-10
JUEVES,BOSTON C-10
JUEVES,ESTADIO C-11
JUEVES,BELEN C-16
JUEVES,LA CANDELARIA C-10
JUEVES,BARRIO COLOMBIA C-14
JUEVES,ESTACION VILLA C-10
JUEVES,CORAZON DE JESUS C-10
JUEVES,LA MAGDALENA
JUEVES,PUEBLO
JUEVES,LAS NIEVES
JUEVES,LOS ANDES
JUEVES,SAN VICENTE
JUEVES,PARQUE PRINCIPAL
JUEVES,CENTRO
JUEVES,BARRIO LA MARIA
JUEVES,LOS ALPES
JUEVES,JUAN XXIII
JUEVES,EL RUIZ
JUEVES,CAMPO BELLO NORTE
JUEVES,VILLA DEL VIENTO
JUEVES,BOLIVAR
JUEVES,ANTIGUA
JUEVES,VDA LAS PALMAS
JUEVES,JORGE ELIECER GAITAN
JUEVES,CENTRO
JUEVES,WILLIAM QUIENTERO
JUEVES,VILLA CASTRO
JUEVES,DIVINO NINHO
JUEVES,LAS FLORES
JUEVES,LAS FLORES
JUEVES,SUENHO REAL
JUEVES,LA GRANJA
JUEVES,GUSTAVO RESTREPO E-18
JUEVES,TEUSAQUILLO E-13
JUEVES,ALTOS DEL REDIL E-1
JUEVES,CIUDAD JARDIN SUR E-15
JUEVES,EL CORTIJO E-10
JUEVES,JOSE ANTONIO GALAN E-7
JUEVES,TEUSAQUILLO E-13
JUEVES,CHAPINERO CENTRAL E-2
JUEVES,VILLA ALEXANDRA E-11
JUEVES,SANTA FE E-14
JUEVES,CHICO I E-2
JUEVES,TUNA ALTA E-11
JUEVES,CHAPINERO CENTRAL E-2
JUEVES,RICAURTE OCCIDENTAL E-16
JUEVES,SAN FERNANDO OCCIDENTAL E-12
JUEVES,NARINHO SUR E-4
JUEVES,DIANA TURBAY E-18
JUEVES,CENTRO E-3
JUEVES,BARRIOS UNIDOS E-12
JUEVES,CHICO I E-2
JUEVES,CIUDAD KENNEDY OCC E-8
JUEVES,TEUSAQUILLO E-13
JUEVES,VILLA DEL PRADO NVA E-11
JUEVES,EL TUNAL II E-6
JUEVES,PATIO BONITO I E-8
JUEVES,RAFAEL NUNEZ E-13
JUEVES,SAN JOAQUIN DEL VATICANO E-19
JUEVES,CAMPANELLA E-11
JUEVES,SUCRE E-2
JUEVES,POLO CLUB E-12
JUEVES,URB. ZONA INDUSTRIAL E-16
JUEVES,EL SOCORRO E-18
JUEVES,URB. GALICIA E-19
JUEVES,LAS AGUAS E-3
JUEVES,ALFONSO LOPEZ SECTOR CHARALA E-5
JUEVES,NUEVO MUZO II SECTOR I ETAPA E-6
JUEVES,EL REFUGIO E-9
JUEVES,URB. LA ALQUERIA E-16
JUEVES,LA ISABELA I E-10
JUEVES,URB. EL REMANSO E-16
JUEVES,CENTRO ADMINISTRATIVO E-17
JUEVES,CENTRO
JUEVES,LUIS EDUARDO CUELLAR
JUEVES,SECTOR DE LA VARIANTE
JUEVES,EL PORTAL I ETAPA
JUEVES,EL PORTAL I ETAPA
JUEVES,LA GAITANA
JUEVES,JULIAN POLANIA
JUEVES,PRIMAVERA
JUEVES,OBRERO
JUEVES,ENSENADA JUAN XXIII 1-2
JUEVES,TAGANGA
JUEVES,JARDIN
JUEVES,VILLA JULIA
JUEVES,DONHA LUZ
JUEVES,VEREDA EL CARMEN
JUEVES,SOSIEGO
JUEVES,CENTRO
JUEVES,BENJAMIN HERRERA
JUEVES,POTRERILLO
JUEVES,SAN FELIPE
JUEVES,LAS CUADRAS
JUEVES,CHAPAL
JUEVES,LORENZO
JUEVES,BETANIA
JUEVES,CENTRO
JUEVES,PARQUE BOLIVAR
JUEVES,VILLAFLOR II
JUEVES,AQUINE III
JUEVES,SAN MIGUEL
JUEVES,SUMATAMBO
JUEVES,LA AURORA
JUEVES,PALERMO
JUEVES,CAICEDO ALTO
JUEVES,BARRIO ALFONSO LOPEZ
JUEVES,BARRIO GAITAN
JUEVES,FRAYLES
JUEVES,LA GRACIELA
JUEVES,GALICIA ALTA
JUEVES,PUEBLITO CAFETERO
JUEVES,SECTOR PLAZA DE BOLIVAR
JUEVES,CIUDADELA DEL CAFE
JUEVES,CENTRO (A) PEREIRA
JUEVES,B. CENTRO
JUEVES,RICAURTE
JUEVES,ESPERANZA III
JUEVES,CONUCOS
JUEVES,CONUCOS
JUEVES,BUCARAMANGA
JUEVES,CENTRO
JUEVES,NUEVO SOTOMAYOR
JUEVES,PROVENZA
JUEVES,SAN ALONSO
JUEVES,PROVENZA
JUEVES,PROVENZA
JUEVES,SAN MIGUEL
JUEVES,SAN ALONSO
JUEVES,URB. BAVARIA
JUEVES,CIUDAD VALENCIA
JUEVES,CASA LINDA
JUEVES,POBLADO
JUEVES,SANTILLANA
JUEVES,SAN CRISTOBAL P/TA
JUEVES,AV OKALA SECTOR TRANSPORTE PUEBLOS
JUEVES,ESTACION
JUEVES,LAS GRANJAS E10
JUEVES,VILLA DEL PRADO - EL GUABITO E5
JUEVES,LAS ACACIAS E10
JUEVES,LA FLORA E2
JUEVES,MELENDEZ E18
JUEVES,MUNICIPAL E8
JUEVES,CGTO LA BUITRERA E18
JUEVES,LAS ORQUIDEAS E14
JUEVES,ULPIANO LLOREDA E13
JUEVES,ULPIANO LLOREDA E13
JUEVES,BELALCAZAR E9
JUEVES,CIUDAD CORDOBA E15
JUEVES,EL RETIRO E15
JUEVES,LAS QUINTAS DE DON SIMON E17
JUEVES,CRISTOBAL COLON E10
JUEVES,SUCRE E9
JUEVES,SAN PEDRO E3
JUEVES,VERSALLES E2
JUEVES,ARROYOHONDO ZONA INDUSTRIAL (25-2)
VIERNES,LA COLOMBIANITA
VIERNES,PRIMAVERA
VIERNES,SAN PIO
VIERNES,SAN FERNANDO
VIERNES,ZONA CENTRO
VIERNES,CALAZANS C-12
VIERNES,BRASILIA  C-4
VIERNES,LA CANDELARIA C-10
VIERNES,CENTRO S.C.
VIERNES,PARQUE NORTE C-4
VIERNES,PRADO C-10
VIERNES,GUAYAQUIL C-10
VIERNES,MORAVIA  C-4
VIERNES,LA CANDELARIA C-10
VIERNES,LAURELES C-11
VIERNES,PRADO C-10
VIERNES,LAS PLAYAS C-16
VIERNES,LA CANDELARIA C-10
VIERNES,SAN BERNARDO C-16
VIERNES,UNIVERSIDAD NACIONAL C-7
VIERNES,MIRAMAR
VIERNES,LA CEIBA
VIERNES,SIMON BOLIVAR
VIERNES,SANTO DOMINGO DE GUZMAN
VIERNES,SIMON BOLIVAR
VIERNES,NELSON MANDELA
VIERNES,PIE DEL CERRO
VIERNES,BARRIO CENTRO
VIERNES,RINCON DE LA FLORESTA
VIERNES,LA CHAMA
VIERNES,EL JARDIN
VIERNES,CENTRO
VIERNES,BARRIO LOS CEDROS
VIERNES,CENTRO
VIERNES,SECTOR EL CABLE
VIERNES,EL CENTRO
VIERNES,LA INMACULADA
VIERNES,BELLO HORIZONTE
VIERNES,CENTRO
VIERNES,LOS MUSICOS
VIERNES,ALFONSO LOPEZ
VIERNES,VEREDA
VIERNES,MEISSEN E-19
VIERNES,TORRELADERA CASABLANCA E-11
VIERNES,LISBOA E-11
VIERNES,TEUSAQUILLO E-13
VIERNES,LA VICTORIA E-4
VIERNES,SUCRE E-2
VIERNES,SUCRE E-2
VIERNES,LA SOLEDAD E-13
VIERNES,GRAN BRITALIA E-8
VIERNES,AEROPUERTO EL DORADO
VIERNES,CHICO NORTE III SECTOR E-2
VIERNES,ANTIGUO COUNTRY E-2
VIERNES,CARVAJAL E-8
VIERNES,VEINTE DE JULIO E-4
VIERNES,ZONA INDUSTRIAL LAS GRANJAS E-16
VIERNES,URB. PASADENA E-11
VIERNES,EL POA E-11
VIERNES,URB. PALENQUE E-8
VIERNES,EL POA E-11
VIERNES,VENECIA E-6
VIERNES,VILLA DEL PRADO E-11
VIERNES,OLARTE E-7
VIERNES,PALOQUEMAO E-14
VIERNES,SANTA TERESITA E-13
VIERNES,PIO XII E-8
VIERNES,CLARETIANO E-7
VIERNES,LA GRANJA E-10
VIERNES,CIUDAD SALITRE II E-13
VIERNES,GUACAMAYAS III E-4
VIERNES,VENECIA E-6
VIERNES,CHAPINERO ALTO E-2
VIERNES,PERDOMO E-19
VIERNES,PASADENA ROYAL E-11
VIERNES,EL RESTREPO E-15
VIERNES,LA PRADERA NORTE E-16
VIERNES,SAN CRISTOBAL E-1
VIERNES,AMAPARO CANHIZARES E-8
VIERNES,GLORIA LARA DE ECHEVERRY II ETAPA E-11
VIERNES,ARMENIA E-13
VIERNES,LA COLMENA E-4
VIERNES,RINCON DE SANTAFE
VIERNES,CENTRO
VIERNES,CORREGIMIENTO DE VILLA MARTIN
VIERNES,LA COSECHA
VIERNES,CLEMENTINA
VIERNES,CHAPINERO
VIERNES,VEREDA AMBORCO
VIERNES,LAS AMERICAS
VIERNES,VILLA DEL MAR
VIERNES,LA LUCHA
VIERNES,CIUDADELA 29 DE JULIO
VIERNES,LA ESPERANZA
VIERNES,SAN JOSE
VIERNES,AY MI LLANURA
VIERNES,BOSQUES DE ABAJAM*
VIERNES,SAN ISIDRO
VIERNES,ANTONIO RICAUTE
VIERNES,CENTRO
VIERNES,SANTA INES
VIERNES,BOSQUE
VIERNES,ALTOS DE CHAPALITO
VIERNES,LA COLINA
VIERNES,AV. ESTUDIANTES
VIERNES,CENTRO
VIERNES,BARRIO CARORA
VIERNES,BARRIO LA PLAYA
VIERNES,BARRIO CHAPINERO
VIERNES,BARRIO LATINO
VIERNES,BARRIO NIZA
VIERNES,CORREGIMIENTO LA PARADA
VIERNES,UNIVERSAL
VIERNES,"MONTEBLANCO  I,II Y III"
VIERNES,LOS ABORIGENES
VIERNES,CENTRO
VIERNES,SECTOR EL CRUCERO
VIERNES,CAMPESTRE B
VIERNES,SECTOR MERCASA
VIERNES,EL TULCAN II
VIERNES,B. CENTRO
VIERNES,KENNEDY
VIERNES,BOLIVAR
VIERNES,DIAMANTE I
VIERNES,ALVAREZ
VIERNES,SAN FRANCISCO
VIERNES,PROVENZA
VIERNES,SAN ALONSO
VIERNES,SOTOMAYOR
VIERNES,COMUNEROS
VIERNES,GARCIA ROVIRA
SABADO,CENTRO
VIERNES,SAN GERARDO
VIERNES,SAN BERNARDO
VIERNES,SANTA HELENA DE LA SIERRA
VIERNES,NUEVA COLOMBIA
VIERNES,PUERTA ROJA
VIERNES,VILLA  MADY
VIERNES,RESTREPO
VIERNES,MODELIA
VIERNES,MIROLINDO
VIERNES,JORDAN MUTIFAMILIARES
VIERNES,GALAN
VIERNES,20 DE JULIO
VIERNES,CENTRO
VIERNES,LA CASTELLANA
VIERNES,LA CASTELLANA
VIERNES,URB. MILITAR E19
VIERNES,PAMPA LINDA E19
VIERNES,MARIO CORREA RENGIFO E18
VIERNES,LA GRAN COLOMBIA E11
VIERNES,SAN LUIS E6
VIERNES,SALOMIA E4
VIERNES,BRISAS DEL LIMONAR E16
VIERNES,JOSE M. MARROQUIN II E14
VIERNES,SAN NICOLAS E3
VIERNES,ALFONSO LOPEZ I E7
VIERNES,ALFONSO LOPEZ I E7
VIERNES,ALFONSO B. ARAGON E14
VIERNES,PORVENIR E4
VIERNES,LOS COMUNEROS II E13
VIERNES,EL INGENIO E17
VIERNES,POPULAR E4
VIERNES,CALYPSO E13
VIERNES,CALYPSO E13
VIERNES,SANTA ISABEL E19
VIERNES,CORREGIMIENTO BORRERO AYERBE
VIERNES,CHAPINER
VIERNES,EL TREBOL
VIERNES,CENTRO
VIERNES,VILLA ESPERANZA (26-2)
VIERNES,URIBE E25
SABADO,ZONA CENTRO
SABADO,EL CHOCHO
SABADO,SAN MARCOS
SABADO,HECTOR ABAD GOMEZ C-5
SABADO,NARANJAL C-11
SABADO,ALEJANDRIA C-14
SABADO,CALAZANS C-12
SABADO,PARQUE NORTE C-4
SABADO,ESTACION VILLA C-10
SABADO,VILLANUEVA C-10
SABADO,LA PILARICA C-7
SABADO,LAURELES C-11
SABADO,SAN BENITO C-10
SABADO,LA CANDELARIA C-10
SABADO,LA CANDELARIA C-10
SABADO,LA CANDELARIA C-10
SABADO,EL PORVENIR
SABADO,EL BOSQUE
SABADO,CENTRO
SABADO,EL BOSQUE
SABADO,EL BOSQUE
SABADO,PERIMETRO RURAL
SABADO,PERIMETRO RURAL
SABADO,CENTRO
SABADO,CENTRO
SABADO,BARRIO GUSTAVO JIMENEZ
SABADO,CENTRO
SABADO,PERALONSO
SABADO,NEVADO
SABADO,PALOGRANDE
SABADO,CENTRO
SABADO,SAN JUDAS
SABADO,EL CENTRO
SABADO,EL JARDIN
SABADO,VARIANTE NORTE
SABADO,CADILLAL
SABADO,CENTRO
SABADO,GARUPAL I
SABADO,DANGON
SABADO,LA CANDELARIA
SABADO,BUENAVISTA
SABADO,PANZENU
SABADO,LA CASTELLANA
SABADO,PORVENIR
SABADO,PALOQUEMAO E-14
SABADO,CHAPINERO CENTRAL E-2
SABADO,RICAURTE E-14
SABADO,BELLA SUIZA E-1
SABADO,CIUDAD SALITRE SPMZ II - 3-6-9 E-13
SABADO,VEINTE DE JULIO E-4
SABADO,SAN BERNARDO E-3
SABADO,VERSALLES E-9
SABADO,LA PAZ BOSA E-7
SABADO,LA ESPERANZA E-19
SABADO,LA CASTELLANA E-12
SABADO,TOBERIN ORIENTAL E-1
SABADO,CHAPINERO ALTO E-2
SABADO,QUINTA RAMOS E-4
SABADO,ANTONIA SANTOS E-7
SABADO,CHAPINERO ALTO E-2
SABADO,EL CODITO E-1
SABADO,CENTRO COMERCIAL UNICENTRO E-1
SABADO,RAFAEL NUNEZ E-13
SABADO,URB. LOS COMUNEROS E-16
SABADO,SAN CRISTOBAL ALTO E-4
SABADO,LA RESURRECCION II E-18
SABADO,SUCRE E-2
SABADO,SANTA FE E-14
SABADO,SAN LUIS 20 DE JULIO E-4
SABADO,CLASS E-8
SABADO,URB. MARSELLA E-8
SABADO,LUCERO ALTO E-19
SABADO,QUIROGA IHS ETAPA E-18
SABADO,LA CATEDRAL E-17
SABADO,SAN DIEGO E-3
SABADO,EL CENTENARIO E-18
SABADO,CHICO I E-2
SABADO,RESTREPO E-15
SABADO,SANTA INES E-3
SABADO,LA FAVORITA E-14
SABADO,PATIO BONITO I E-8
SABADO,PATIO BONITO I E-8
SABADO,URB. SAN PATRICIO E-1
SABADO,LAS NIEVES E-3
SABADO,TONOLI E-8
SABADO,SAN MATEO E-10
SABADO,EL EJIDO E-16
SABADO,LOURDES E-2
SABADO,LA ESTACION E-7
SABADO,URB. MARSELLA E-8
SABADO,EL RINCON E-11
SABADO,EL RINCON E-11
SABADO,LOS SAUCES E-16
SABADO,CANDELARIA III-IV E-19
SABADO,URB. MAZUREN I SECTOR E-11
SABADO,LAS QUINTAS DEL SUR E-19
SABADO,CENTRO
SABADO,LUIS EDUARDO CUELLAR
SABADO,SAN LUIS
SABADO,EL PROGRESO
SABADO,CENTRO
SABADO,CENTRO
SABADO,ALBERTO GALINDO
SABADO,ALBERTO GALINDO
SABADO,LAS  MERCEDES
SABADO,VEREDA EL VENADO
SABADO,PORTAL DE LAS AVENIDAS
SABADO,CENTRO
SABADO,SOSIEGO
SABADO,CANTARRANA I
SABADO,INDUSTRIAL
SABADO,CAICEDO ALTO
SABADO,MIJITAJO BAJO
SABADO,JULIAN BUCHELI
SABADO,TEJAR
SABADO,AVENIDA BOYACA
SABADO,IDEMA
SABADO,ALTOS DE CHAPALITO
SABADO,SAN FELIPE
SABADO,TEQUENDAMA
SABADO,ATAHUALPA
SABADO,ESMERALDA
SABADO,SAN FERNANDO
SABADO,SAN ANDRESITO
SABADO,20 DE JULIO
SABADO,BARRIO CLARET
SABADO,BARRIO LATINO
SABADO,BARRIO CHAPINERO
SABADO,BARRIO LA VICTORIA
SABADO,BARRIO CENTRO
SABADO,BOLIVAR
SABADO,CENTRO
SABADO,SANTA RITA
SABADO,CORBONES
SABADO,"GUADUALES I,II,III,IV"
SABADO,VDA.LA BELLA
SABADO,LA PILASTRA
SABADO,ZONA CENTRO
SABADO,LA ESNEDA
SABADO,CENTRO (A) PEREIRA
SABADO,CACHIPAY
SABADO,LA REBECA.
SABADO,SECTOR PARQUE EL LAGO
SABADO,UNIVERSIDAD TECNOLOGICA
SABADO,EL CANAAN
SABADO,SECTOR CENTRO
SABADO,LA VICTORIA
SABADO,LA VICTORIA
SABADO,BUENOS AIRES
SABADO,COLOMBIA
SABADO,RICAURTE
SABADO,COMUNEROS
SABADO,SAN ALONSO
SABADO,ALVAREZ
SABADO,CABECERA DEL LLANO
SABADO,LA CONCORDIA
SABADO,ALARCON
SABADO,LA AURORA
SABADO,SANTANDER
SABADO,PALOMITAS
SABADO,EL CARMEN I
SABADO,EL CARMEN I
SABADO,CASCO ANTIGUO DE FLORIDABLANCA
SABADO,CASCO ANTIGUO DE FLORIDABLANCA
SABADO,LAS NIEVES
SABADO,BAHONDO
SABADO,POBLADO
SABADO,POBLADO
SABADO,EL PALENQUE
SABADO,LOS ALAMOS
SABADO,CENTRO
SABADO,URB. TACALOA
SABADO,ARADO PARTE ALTA
SABADO,LA GRANJA
SABADO,LA GRANJA
SABADO,MIROLINDO
SABADO,SAN JOAQUIN E17
SABADO,PORVENIR E4
SABADO,SAN PEDRO E3
SABADO,REPUBLICA ISRAEL E16
SABADO,JUNIN E9
SABADO,EL LIMONAR E17
SABADO,PUERTAS DEL SOL E14
SABADO,MOJICA E15
SABADO,REPUBLICA ISRAEL E16
SABADO,EL CALVARIO E3
SABADO,PUERTO MALLARINO E7
SABADO,BELEN E20
SABADO,LOS GUAYACANES E5
SABADO,EL CARMELO
SABADO,LLANO GRANDE
SABADO,PALMERAS DE ORIENTE
SABADO,SAN ROQUE
DOMINGO,LA CANDELARIA C-10
DOMINGO,CASTILLA C-5
DOMINGO,ANDALUCIA  C-2
DOMINGO,MANRIQUE 2  C-3
DOMINGO,ESTADIO C-11
DOMINGO,LA CANDELARIA C-10
DOMINGO,SAN BENITO C-10
DOMINGO,SANTO DOMINGO  1 C-1
DOMINGO,CARIBE C-5
DOMINGO,GIRARDOT C-5
DOMINGO,LAURELES C-11
DOMINGO,LA ALPUJARRA C-10
DOMINGO,EL PARAISO
DOMINGO,EL PARAISO
DOMINGO,EL PARAISO
DOMINGO,LA LUZ
DOMINGO,BARLOVENTO
DOMINGO,VILLAS DE LA CORDIALIDAD
DOMINGO,BELLAVISTA
DOMINGO,LA ESPERANZA
DOMINGO,LOS ALPES
DOMINGO,BARRIO LIBERTADORES
DOMINGO,SAN FERNANDO
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,PARQUE OLAYA
DOMINGO,SECTOR PANAMERICANA
DOMINGO,EL CUNDUY
DOMINGO,LOS CONSTRUCTORES
DOMINGO,EL TRIUNFO
DOMINGO,EL PARAISO
DOMINGO,EL PLACER
DOMINGO,CENTRO
DOMINGO,CENTRO
DOMINGO,LIMONAR
DOMINGO,VILLA CONTRI
DOMINGO,VILLA HAIDY
DOMINGO,EL CARMEN
DOMINGO,SAN ANTONIO
DOMINGO,SAN NICOLAS
DOMINGO,EL CENTRO
DOMINGO,MONTEVERDE
DOMINGO,LAS MERCEDES
DOMINGO,TOCAREMA E-8
DOMINGO,BOITA E-8
DOMINGO,URB. LA FRAGUITA E-15
DOMINGO,BRASILL II SECTOR E-7
DOMINGO,EL RESTREPO E-15
DOMINGO,SAN VICTORINO E-14
DOMINGO,GALAN E-16
DOMINGO,NUEVA ARGENTINA E-19
DOMINGO,MUZU E-16
DOMINGO,PATIO BONITO I E-8
DOMINGO,SANTA ISABEL E-14
DOMINGO,VEINTE DE JULIO E-4
DOMINGO,CIUDAD BERNA E-15
DOMINGO,MARIA PAZ E-8
DOMINGO,CHAPINERO ALTO E-2
DOMINGO,LOS CEDRITOS E-1
DOMINGO,TOBERIN ORIENTAL E-1
DOMINGO,TORCA GONGORA E-1
DOMINGO,ALTOS DEL REDIL E-1
DOMINGO,EL RETIRO E-2
DOMINGO,SANTA ISABEL E-14
DOMINGO,LISBOA E-11
DOMINGO,TANQUES DEL SILENCIO E-3
DOMINGO,EL CORTIJO E-5
DOMINGO,VILLA JAVIER E-4
DOMINGO,PORVENIR LA CONCEPCION E-7
DOMINGO,PATIO BONITO I E-8
DOMINGO,CENTRO
DOMINGO,MARIA EUGENIA ROJAS
DOMINGO,DARIO ECHANDIA
DOMINGO,SANTA INES
DOMINGO,URBANIZACION CONCEPCION NO. 1-2-3-4-5
DOMINGO,MIRAFLORES
DOMINGO,URBANIZACION SANTA LUCIA
DOMINGO,VEREDA DON JACA
DOMINGO,RODADERO TRADICIONAL
DOMINGO,LA ESPERANZA VI ETAPA
DOMINGO,RECREO
DOMINGO,EL CONFAMILIAR
DOMINGO,CENTRO
DOMINGO,LA CASTELLANA
DOMINGO,CENTRO
DOMINGO,VENECIA
DOMINGO,LORENZO
DOMINGO,CAICEDO ALTO
DOMINGO,TAMASAGRA I
DOMINGO,CAICEDO ALTO
DOMINGO,NUEVO HORIZONTE
DOMINGO,VARIANTE SECTOR EL TUNEL
DOMINGO,SAN FERNANDO
DOMINGO,LA LOMITA
DOMINGO,LA LIBERTAD
DOMINGO,BARRIO EL LLANO
DOMINGO,BARRIO EL LLANO
DOMINGO,BARRIO CENTRO
DOMINGO,CENTRO
DOMINGO,GUADUALES DE LA VILLA
DOMINGO,GUADUALES DE LA VILLA
DOMINGO,SAN JOSE
DOMINGO,"GUADUALES I,II,III,IV"
DOMINGO,VERSALLES
DOMINGO,LOS LAURELES
DOMINGO,CAMPESTRE B
DOMINGO,CAMPESTRE B
DOMINGO,CAMPESTRE B
DOMINGO,SANTA TERESITA
DOMINGO,SANTA TERESITA
DOMINGO,CENTRO (A) PEREIRA
DOMINGO,GALICIA ALTA
DOMINGO,POBLADO II
DOMINGO,POBLADO II
DOMINGO,NAVAL
DOMINGO,HACIENDA CUBA
DOMINGO,SECTOR CENTRO
DOMINGO,SECTOR CENTRO
DOMINGO,VERSALLES
DOMINGO,PRIMERO DE MAYO
DOMINGO,CENTRAL DE ABASTOS
DOMINGO,CENTRO
DOMINGO,COMUNEROS
DOMINGO,SAN FRANCISCO
DOMINGO,CENTRO
DOMINGO,NUEVO VILLABEL
DOMINGO,EL CARMEN I
DOMINGO,JOSE A. MORALES
DOMINGO,CASCO ANTIGUO DE FLORIDABLANCA
DOMINGO,EL REFUGIO
DOMINGO,SANTANDER
DOMINGO,PABLO SEXTO
DOMINGO,EL SALADO
DOMINGO,PROTECHO (URB.) SALADO
DOMINGO,ESTACION
DOMINGO,BELARCAZAR
DOMINGO,EL JORGE
DOMINGO,DIAMANTE E13
DOMINGO,POTRERO GRANDE E21
DOMINGO,LILI E17
DOMINGO,BRISAS DE MAYO E20
DOMINGO,NUEVA FLORESTA E12
DOMINGO,SAN CAYETANO E3
DOMINGO,JOSE M. MARROQUIN II E14
DOMINGO,ALIRIO MORA BELTRAN E14
DOMINGO,SIETE DE AGOSTO E7
DOMINGO,CIUDAD CORDOBA E15
DOMINGO,ALFONSO LOPEZ I E7
DOMINGO,ALFONSO B. ARAGON E14
DOMINGO,ASTURIAS E12
DOMINGO,PRIMITIVO CRESPO E8
DOMINGO,EL PRADO E11
DOMINGO,URBANIZACION BUENOS AIRES
DOMINGO,URIBE E25
LUNES,VDA. SAN FELIX
LUNES,EL CENTRO
LUNES,LA CANDELARIA C-10
LUNES,PATIO BONITO C-14
LUNES,SAN BENITO C-10
LUNES,LA AMERICA C-12
LUNES,ANTONIO NARINHO C-13
LUNES,LA CANDELARIA C-10
LUNES,GUAYAQUIL C-10
LUNES,ROBLEDO C-7
LUNES,GUAYAQUIL C-10
LUNES,CALLE NUEVA C-10
LUNES,LA CANDELARIA C-10
LUNES,EL DANUBIO C-12
LUNES,PALERMO  C-4
LUNES,LAURELES C-11
LUNES,CAMPO AMOR C-15
LUNES,CAMPO ALEGRE
LUNES,ABAJO
LUNES,LA CUMBRE
LUNES,LAS NIEVES
LUNES,REBOLO
LUNES,BETANIA
LUNES,OLAYA
LUNES,LA ALBORAYA
LUNES,PRADOMAR
LUNES,LOS CEDROS
LUNES,AMBERES
LUNES,AMBERES
LUNES,CENTRO
LUNES,BARRIO CENTRO
LUNES,CENTRO
LUNES,LA NUBIA
LUNES,SECTOR LA Y
LUNES,LA CEIBA
LUNES,BARRIO COLOMBIA
LUNES,LA LEONORA
LUNES,BARRIO EL CAMPIN
LUNES,BARRIO EL CAMPIN
LUNES,LAS MALVINAS
LUNES,MARANATHA
LUNES,DALEL BARON
LUNES,CENTRO
LUNES,LA CAMPINHA
LUNES,LA CAMPINHA
LUNES,LA ESMERALDA
LUNES,ALFONSO LOPEZ
LUNES,TULCAN
LUNES,EL PAJONAL
LUNES,CALICANTO
LUNES,LA ESPERANZA
LUNES,CORONA
LUNES,SANTA ANITA
LUNES,CALOTO
LUNES,EL RECREO
LUNES,EL RECREO
LUNES,SIMON BOLIVAR
LUNES,1º DE MAYO
LUNES,1º DE MAYO
LUNES,EL PRADO
LUNES,CANHAGUATE
LUNES,PANAMA
LUNES,6 DE MARZO
LUNES,6 DE MARZO
LUNES,ALSACIA E-8
LUNES,LA LIBERTAD E-7
