MUNICIPIO,BARRIO
FLORENCIA (CT),CIUDADELA HABITACIONAL SIGLO XXI
YOPAL (CT),TACARIMENA BAJA
POPAYAN (CT),MATAMOROS
POPAYAN (CT),ALFONSO LOPEZ
POPAYAN (CT),CENTRO
POPAYAN (CT),CENTRO
AGUACHICA,LA PRIMAVERA
AGUSTIN CODAZZI,LA DIVINA PASTORA
CHIRIGUANA,RURAL
VALLEDUPAR (CT),12 DE OCTUBRE
VALLEDUPAR (CT),12 DE OCTUBRE
VALLEDUPAR (CT),SAN MARTIN
VALLEDUPAR (CT),DANGON
VALLEDUPAR (CT),LOS CORTIJOS
VALLEDUPAR (CT),ARIZONA
QUIBDO (CT),MONSERRATE
MONTERIA (CT),EL LAGUITO
MONTERIA (CT),NUEVA ESPERANZA
MONTERIA (CT),JUAN XVIII
MONTERIA (CT),SAN CRISTOBAL
SAHAGUN,LAS AMERICAS
SAN CARLOS,CGTO CABULLA
BOGOTA D.C. (CT),URB. LA CORUNHA E-19
BOGOTA D.C. (CT),URB. TOBERIN E-1
BOGOTA D.C. (CT),LA CAPUCHINA E-3
BOGOTA D.C. (CT),ESTADOS UNIDOS   E-8
BOGOTA D.C. (CT),AEROPUERTO EL DORADO
BOGOTA D.C. (CT),CAPELLANIA E-9
BOGOTA D.C. (CT),PRADO VERANIEGO E-11
BOGOTA D.C. (CT),PATIO BONITO I E-8
BOGOTA D.C. (CT),URB. CARIMAGUA I SECTOR E-8
BOGOTA D.C. (CT),CASTILLA REAL     E-8
BOGOTA D.C. (CT),ASOVIVIR E-7
BOGOTA D.C. (CT),POLICARPA SALAVARRIETA E-15
BOGOTA D.C. (CT),URB. INDUSTRIAL PENSILVANIA E-16
BOGOTA D.C. (CT),BERLIN SUBA E-11
BOGOTA D.C. (CT),ALCAZARES E-12
BOGOTA D.C. (CT),URB. SANTANDER E-15
BOGOTA D.C. (CT),BOSQUES DEL PORTAL E-11
BOGOTA D.C. (CT),VILLA XIMENA E-6
BOGOTA D.C. (CT),CIUDAD JARDIN SUR E-15
BOGOTA D.C. (CT),BOSA CENTRO E-7
BOGOTA D.C. (CT),BACHUE E-10
BOGOTA D.C. (CT),BOSQUE POPULAR E-10
BOGOTA D.C. (CT),MARLY E-2
BOGOTA D.C. (CT),EL SALITRE E-13
BOGOTA D.C. (CT),CIUDAD JARDIN SUR E-15
BOGOTA D.C. (CT),PORTAL DEL RINCON E-18
BOGOTA D.C. (CT),HIPOTECHO OCCIDENTAL E-8
BOGOTA D.C. (CT),LAS AGUAS E-17
BOGOTA D.C. (CT),LOMBARDIA II E-11
BOGOTA D.C. (CT),EL CORTIJO E-10
BOGOTA D.C. (CT),LA INDEPENDENCIA E-7
BOGOTA D.C. (CT),PROTECHO BOGOTA II ETAPA I E-19
VILLAVICENCIO (CT),CENTRO
BOGOTA D.C. (CT),LA FAVORITA E-14
FACATATIVA,BERLIN
MOSQUERA,VILLA NUEVA
SOACHA,LA DESPENSA
SOACHA,SAN MATEO
SOACHA,EL ALTICO
DISTRACCION,CENTRO
ALTAMIRA,ALTICO
NEIVA (CT),EL CORTIJO
NEIVA (CT),LA TOMA
NEIVA (CT),MANSIONES DEL NORTE
NEIVA (CT),LA GAITANA
NEIVA (CT),ZONA INDUSTRIAL
NEIVA (CT),TIMANCO
PITALITO,LAS DELICIAS
PITALITO,LA PRADERA
ALGARROBO,26 DE JULIO
CIENAGA,LA MANGA
SANTA MARTA (CT),GAIRA TRADICIONAL
SANTA MARTA (CT),TAGANGA
VILLAVICENCIO (CT),7 DE AGOSTO
VILLAVICENCIO (CT),CENTRO
VILLAVICENCIO (CT),LA ROCHELA
VILLAVICENCIO (CT),PORVENIR
VILLAVICENCIO (CT),SANTA FE
VILLAVICENCIO (CT),JORDAN
VILLAVICENCIO (CT),VENECIA
PASTO (CT),SAN ALBANO
PASTO (CT),PARQUE INFANTIL
PASTO (CT),LAS LAJAS
PASTO (CT),ANGANOY
PASTO (CT),AVENIDA COLOMBIA NORMANDIA
PASTO (CT),SANTA FE
PASTO (CT),MERCEDARIO
PASTO (CT),SAN JUAN DE DIOS
PASTO (CT),LAS ACASIAS
TUQUERRES,EL CARMEN
CUCUTA (CT),BARRIO SAN RAFAEL
OCANHA,BARRIO EL LLANO ECHAVEZ
ARMENIA (CT),CENTRO
ARMENIA (CT),LA CABANHA
ARMENIA (CT),SECTOR CAM
ARMENIA (CT),SECTOR CAM
ARMENIA (CT),CENTRO
DOSQUEBRADAS,EL CAM
DOSQUEBRADAS,LA SOLEDAD
DOSQUEBRADAS,LA SOLEDAD
DOSQUEBRADAS,BOMBAY
PEREIRA (CT),SECTOR PUENTES DE LA 9A CON 12
PEREIRA (CT),SECTOR CENTRO COMERCIAL LA 14
PEREIRA (CT),SECTOR CENTRO COMERCIAL LA 14
SANTA ROSA DE CABAL,B. BETANIA I
SANTA ROSA DE CABAL,B. SAN VICENTE DE PAUL
BARRANCABERMEJA,COLOMBIA
BARRANCABERMEJA,COLOMBIA
BARRANCABERMEJA,COLOMBIA
BARRANCABERMEJA,EL PARNASO
BARRANCABERMEJA,LOS PINOS
BARRANCABERMEJA,JORGE ELIECER GAITAN
BUCARAMANGA (CT),PROVENZA
BUCARAMANGA (CT),GIRARDOT
BUCARAMANGA (CT),GIRARDOT
BUCARAMANGA (CT),TERRAZAS
BUCARAMANGA (CT),CABECERA DEL LLANO
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),BOLARQUI
BUCARAMANGA (CT),GRANADA
BUCARAMANGA (CT),KENNEDY
FLORIDABLANCA,LA TRINIDAD
FLORIDABLANCA,EL LIMONCITO
FLORIDABLANCA,LA CUMBRE
PIEDECUESTA,CENTRO P/TA
PIEDECUESTA,SAN ANTONIO
PIEDECUESTA,QUINTA GRANADA
PIEDECUESTA,LOS CUROS
SAN ONOFRE,LA POPA
SINCELEJO (CT),CENTRO
SINCELEJO (CT),20 DE JULIO
SINCELEJO (CT),AV. LA PAZ CALLE 33
SINCELEJO (CT),BOLIVAR
SINCELEJO (CT),LAS AMERICAS
IBAGUE (CT),BELARCAZAR
IBAGUE (CT),CENTRO
BUENAVENTURA,BELLAVISTA
CALI (CT),URBANIZACION LA FLORA E2
CALI (CT),EL PENHON E3
CALI (CT),EL PENHON E3
CALI (CT),PARQUE DE LA CANHA E7
CALI (CT),LAS QUINTAS DE DON SIMON E17
CALI (CT),LAS QUINTAS DE DON SIMON E17
CALI (CT),URB. CIUDAD JARDIN E22
CALI (CT),ALFONSO LOPEZ III E7
CALI (CT),EL GUABAL E10
CALI (CT),PRADOS DEL NORTE E2
CALI (CT),JORGE ELIECER GAITAN E6
CALI (CT),LA PLAYA E17
CALI (CT),COLSEGUROS ANDES E10
CALI (CT),CHAMPAGNAT E19
CALI (CT),EL CALVARIO E3
JAMUNDI,LA ADRIANITA E24
CALDAS,VIA AMAGA
COPACABANA,ZONA CENTRO
DON MATIAS,MIRAFLOR
ENVIGADO,LAS VEGAS
ENVIGADO,EL PORTAL
LA ESTRELLA,SALVATORIANOS
MEDELLIN (CT),BOSTON C-10
MEDELLIN (CT),CORAZON DE JESUS C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CALLE NUEVA C-10
MEDELLIN (CT),EL RINCON C-16
MEDELLIN (CT),ESTACION VILLA C-10
MEDELLIN (CT),ESTACION VILLA C-10
MEDELLIN (CT),CALLE NUEVA C-10
MEDELLIN (CT),SURAMERICANA C-11
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CARACOLI S.C.
MEDELLIN (CT),EL POBLADO C-14
MEDELLIN (CT),MANILA C-14
MEDELLIN (CT),EL CUCARACHO C-7
MEDELLIN (CT),HECTOR ABAD GOMEZ C-5
MEDELLIN (CT),VEINTE DE JULIO C-13
MEDELLIN (CT),CASTILLA C-5
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),PERPETUO SOCORRO C-10
MEDELLIN (CT),GUAYAQUIL C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),LIMONAR 1  S.A.P.
MEDELLIN (CT),VILLANUEVA C-10
MEDELLIN (CT),ESTACION VILLA C-10
RIONEGRO,CUATRO ESQUINAS
SABANETA,CALLE DEL BANCO
SAN ANDRES DE CUERQUIA,CALLE NUEVA
TAME,LAS BRISAS DE SATENA
BARRANQUILLA (CT),CAMPO ALEGRE
BARRANQUILLA (CT),CAMPO ALEGRE
BARRANQUILLA (CT),OLAYA
BARRANQUILLA (CT),GARDENIAS
BARRANQUILLA (CT),CENTRO
BARRANQUILLA (CT),CIUDADELA 20 DE JULIO
BARRANQUILLA (CT),BARRANQUILLITA
MALAMBO,BELLAVISTA
CARTAGENA (CT),CAMILO TORRES
NUEVO COLON,PARQUE PRINCIPAL
TUNJA (CT),CENTRO
TUNJA (CT),BARRIO ASIS
MANIZALES (CT),CAMELIA
MANIZALES (CT),BARRIO JAZMIN
PALESTINA,VDA.SANTAGUEDA
FLORENCIA (CT),ABBAS TURBAY
POPAYAN (CT),EL EMPEDRADO
POPAYAN (CT),LA ESMERALDA
POPAYAN (CT),CHAPINERO
AGUSTIN CODAZZI,SAN JOSE CENTRO
VALLEDUPAR (CT),VALLE MESA
QUIBDO (CT),EL JARDIN
MONTERIA (CT),LA GLORIA
MONTERIA (CT),SANTA TERESA
BOGOTA D.C. (CT),SANTA CATALINA E-8
BOGOTA D.C. (CT),VENECIA E-6
BOGOTA D.C. (CT),URB. CENTRO INDUSTRIAL E-16
BOGOTA D.C. (CT),VILLAS DE GRANADA E-10
BOGOTA D.C. (CT),MANDALAY SEGUNDO SECTOR E-8
BOGOTA D.C. (CT),LISBOA E-11
BOGOTA D.C. (CT),EL PORVENIR E-7
BOGOTA D.C. (CT),GUACAMAYAS I-II E-4
BOGOTA D.C. (CT),LA ESTANZUELA E-14
BOGOTA D.C. (CT),EL AMPARO E-8
BOGOTA D.C. (CT),QUIROGA IHS ETAPA E-18
BOGOTA D.C. (CT),URB. INDUSTRIAL PENSILVANIA E-16
BOGOTA D.C. (CT),QUINTA CAMACHO E-2
BOGOTA D.C. (CT),QUIROGA IHS ETAPA E-18
BOGOTA D.C. (CT),URB. MALIBU E-11
BOGOTA D.C. (CT),EL LISTON E-14
BOGOTA D.C. (CT),POLO CLUB E-12
BOGOTA D.C. (CT),BOCHICA E-10
BOGOTA D.C. (CT),CENTRO E-3
BOGOTA D.C. (CT),PINAR DE LOS ALAMOS E-10
BOGOTA D.C. (CT),TEUSAQUILLO E-13
BOGOTA D.C. (CT),EL RUBI E-9
BOGOTA D.C. (CT),LA CONCORDIA E-17
BOGOTA D.C. (CT),URB. CASTILLA E-8
BOGOTA D.C. (CT),FONTIBON CENTRO E-9
BOGOTA D.C. (CT),URB. EL TUNAL E-6
BOGOTA D.C. (CT),SAN JOSE SPRING E-11
BOGOTA D.C. (CT),ALQUERIA LA FRAGUA E-8
BOGOTA D.C. (CT),LOS PIJAOS E-18
BOGOTA D.C. (CT),URB. EL SALITRE E-13
BOGOTA D.C. (CT),LA VICTORIA E-4
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),PALOQUEMAO E-14
BOGOTA D.C. (CT),VERGEL E-8
BOGOTA D.C. (CT),SAN MARTIN E-3
BOGOTA D.C. (CT),EL RINCON E-11
BOGOTA D.C. (CT),SAN ANTONIO E-7
BOGOTA D.C. (CT),SANTANDER E-9
BOGOTA D.C. (CT),CANDELARIA III-IV E-19
BOGOTA D.C. (CT),URB. RIONEGRO E-12
BOGOTA D.C. (CT),SANTA INES E-3
SOACHA,SAN MATEO
SOACHA,TERREROS
MAICAO,PARAISO
MAICAO,SIMON MEJIA
VILLANUEVA,EL CENTRO
SAN JOSE DEL GUAVIARE (CT),BARRIO EL CENTRO
SAN JOSE DEL GUAVIARE (CT),BARRIO LA GRANJA
SAN JOSE DEL GUAVIARE (CT),BARRIO LA GRANJA
CAMPOALEGRE,NUEVO HORIZONTE
NEIVA (CT),CENTRO
NEIVA (CT),MANZANARES
NEIVA (CT),CANAIMA
NEIVA (CT),SANTA INES
NEIVA (CT),VENTILADOR
NEIVA (CT),LOS MARTIRES
CIENAGA,GUAJIRA
SANTA MARTA (CT),VILLA BETEL
SANTA MARTA (CT),URBANIZACION CONCEPCION NO. 1-2-3-4-5
SANTA MARTA (CT),SANTA ELENA
SANTA MARTA (CT),BASTIDAS
SANTA MARTA (CT),LAS DELICIAS
SANTA MARTA (CT),LAS DELICIAS
SANTA MARTA (CT),PARQUE
SANTA MARTA (CT),ALMENDROS
SANTA MARTA (CT),LIBERTADOR
CUMARAL,EL PRADO
GRANADA,POPULAR
VILLAVICENCIO (CT),LA ROCHELA
VILLAVICENCIO (CT),LA ROSITA
VILLAVICENCIO (CT),CANAGUAY
VILLAVICENCIO (CT),TEUSACA
VILLAVICENCIO (CT),VILLA MARIA
VILLAVICENCIO (CT),MACARENA
VILLAVICENCIO (CT),PARAISO
VILLAVICENCIO (CT),SANTA INES
VILLAVICENCIO (CT),CIUDAD SALITRE
VILLAVICENCIO (CT),BRISAS DEL GUATIQUIA
VILLAVICENCIO (CT),VILLA SUAREZ
VILLAVICENCIO (CT),CENTRO
IPIALES,CENTENARIO
PASTO (CT),ALTOS DE LA COLINA
PASTO (CT),SAN IGNACIO
PASTO (CT),PANORAMICO I ETAPA
PASTO (CT),POTRERILLO
PASTO (CT),ROSALES II
SAN LORENZO,PLAZA SUAREZ
CUCUTA (CT),INVASION LAS DELICIAS
CUCUTA (CT),BARRIO LATINO
CUCUTA (CT),BARRIO SIGLO XXI
VILLA DEL ROSARIO,CORREGIMIENTO LA PARADA
MOCOA (CT),AV. SAN FRANCISCO
MOCOA (CT),BOLIVAR
ARMENIA (CT),TRES ESQUINAS
ARMENIA (CT),SAN JOSE
LA TEBAIDA,VDA.BONANZA
DOSQUEBRADAS,SAN FERNANDO C.7
PEREIRA (CT),CENTRO (A) PEREIRA
PEREIRA (CT),CIRCUNVALAR
PEREIRA (CT),LA GLORIETA
PEREIRA (CT),INTERMEDIO (V/SANTANA)
PEREIRA (CT),SECTOR PARQUE LA LIBERTAD
PEREIRA (CT),SECTOR PARQUE LA LIBERTAD
PEREIRA (CT),CERRITOS
BUCARAMANGA (CT),EL PRADO
BUCARAMANGA (CT),LA UNIVERSIDAD
BUCARAMANGA (CT),GIRARDOT
BUCARAMANGA (CT),CABECERA DEL LLANO
BUCARAMANGA (CT),URB. LOS NARANJOS
FLORIDABLANCA,CALDAS
FLORIDABLANCA,LA CUMBRE
FLORIDABLANCA,LAGOS III
GIRON,EL PALENQUE
PIEDECUESTA,SAN MARCOS
PIEDECUESTA,NUEVA COLOMBIA
COROZAL,SECTOR SALIDA A BETULIA
SINCELEJO (CT),LA GRAN COLOMBIA
SINCELEJO (CT),EL SOCORRO
SINCELEJO (CT),6 DE ENERO
SINCELEJO (CT),PLAZA MAJAGUAL
ATACO,LAS BRISAS
ESPINAL,CENTRO
IBAGUE (CT),CENTRO
IBAGUE (CT),LA POLA
IBAGUE (CT),BELEN
IBAGUE (CT),BELEN
IBAGUE (CT),CENTRO
MARIQUITA,CIUDADELA COMUNITARIA
MELGAR,SICOMORO
BUENAVENTURA,EL JARDIN
BUENAVENTURA,URBANO TENORIO
CALI (CT),URB. TEQUENDAMA E19
CALI (CT),EL CEDRO E19
CALI (CT),PRADOS DE ORIENTE E11
CALI (CT),SAN LUIS E6
CALI (CT),VERSALLES E2
CALI (CT),CAMINO REAL - J BORRERO E19
CALI (CT),EL GRAN LIMONAR E17
CALI (CT),ALFONSO LOPEZ III E7
CALI (CT),LA LUISA E19
CALI (CT),LA ALIANZA E4
CALI (CT),LILI E17
CALI (CT),EUCARISTICO E19
CALI (CT),FENALCO KENNEDY E12
CALI (CT),LOS NARANJOS I E14
CALI (CT),SAN VICENTE E2
CALI (CT),CIUDADELA DEL RIO E21
CALI (CT),GUAYAQUIL E9
CALI (CT),EL LIDO E19
CALI (CT),PRIMERO DE MAYO E17
CALI (CT),CIUDADELA DEL RIO E21
CALI (CT),ALFONSO LOPEZ III E7
CALI (CT),URB. COLSEGUROS E19
CALI (CT),EL TRONCAL E8
CALI (CT),INDUSTRIAL E8
CALI (CT),EL TREBOL E8
CALI (CT),CIUDADELA PASOANCHO E17
CALI (CT),PORVENIR E4
FLORIDA,VDA SAN ISIDRO
GUADALAJARA DE BUGA,ESTAMBUL
PALMIRA,LLANO GRANDE
PALMIRA,LLANO GRANDE
PALMIRA,LLANO GRANDE
PALMIRA,VIA CENCAR - AEREOPUERTO
PALMIRA,CORREGIMIENTO LA DOLORES
PALMIRA,CENTRAL
SEVILLA,BELEN
ANORI,LOS ANGELES
BELLO,PRADO
CANHASGORDAS,IMANTAGO
MEDELLIN (CT),ESTACION VILLA C-10
MEDELLIN (CT),ASTORGA C-14
MEDELLIN (CT),VILLANUEVA C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),MANRIQUE 1  C-4
MEDELLIN (CT),PEDREGAL C-6
MEDELLIN (CT),CALAZANS C-12
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),PICACHO C-6
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),ARANJUEZ  C-4
MEDELLIN (CT),BARRIO COLON C-10
MEDELLIN (CT),PRADO C-10
MEDELLIN (CT),ALEJANDRO ECHAVARRIA  C-9
MEDELLIN (CT),ASTORGA C-14
MEDELLIN (CT),MANILA C-14
MEDELLIN (CT),LAURELES C-11
MEDELLIN (CT),FLORENCIA C-5
MEDELLIN (CT),LAURELES C-11
MEDELLIN (CT),ESTADIO C-11
MEDELLIN (CT),CASTILLA C-5
MEDELLIN (CT),LA AMERICA C-12
MEDELLIN (CT),LA AMERICA C-12
MEDELLIN (CT),ESTACION VILLA C-10
MEDELLIN (CT),SAN DIEGO C-10
RIONEGRO,HOJAS ANCHAS
SABANETA,PRADOS DE SABANETA
SABANETA,ALTO DE LAS FLORES
BARRANQUILLA (CT),BOSTON
BARRANQUILLA (CT),CENTRO
BARRANQUILLA (CT),LA UNION
BARRANQUILLA (CT),SAN VICENTE
BARRANQUILLA (CT),LAS NIEVES
BARRANQUILLA (CT),ALTOS DEL PRADO
BARRANQUILLA (CT),CAMPO ALEGRE
BARRANQUILLA (CT),MONTECRISTO
BARRANQUILLA (CT),CARRIZAL
MALAMBO,EL CONCORDE
SABANAGRANDE,SAN JUAN BOSCO
CARTAGENA (CT),NARINHO
DUITAMA,EL CARMEN
CHINCHINA,GALERIAS
LA DORADA,FERROMEXICO
MANIZALES (CT),LAURELES
MANIZALES (CT),EL TREBOL
NEIRA,LA VARIANTE
FLORENCIA (CT),VERSALLES
FLORENCIA (CT),PUEBLO NUEVO
FLORENCIA (CT),EL CENTRO
FLORENCIA (CT),EL CENTRO
FLORENCIA (CT),EL CENTRO
YOPAL (CT),CIUDADELA EL CARMEN
YOPAL (CT),CIUDADELA EL CARMEN
YOPAL (CT),EL CENTRO
POPAYAN (CT),LA ESMERALDA
POPAYAN (CT),CIUDAD JARDIN
POPAYAN (CT),BOLIVAR
POPAYAN (CT),BOLIVAR
SANTANDER DE QUILICHAO,MORALES DUQUE
VALLEDUPAR (CT),GAITAN
ISTMINA,SANTA GENOBEVA
QUIBDO (CT),ZONA MINERA
LORICA,EL CENTRO
MONTERIA (CT),CANTACLARO
BOGOTA D.C. (CT),VILLA ELISA E-11
BOGOTA D.C. (CT),BOSA E-7
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),LAS DELICIAS   E-8
BOGOTA D.C. (CT),7 DE AGOSTO E-12
BOGOTA D.C. (CT),HOLANDA I SECTOR E-7
BOGOTA D.C. (CT),LAS FLORES E-11
BOGOTA D.C. (CT),CENTRO E-3
BOGOTA D.C. (CT),ALCAZARES E-12
BOGOTA D.C. (CT),LA SOLEDAD E-13
BOGOTA D.C. (CT),URB. SANTANDER E-15
BOGOTA D.C. (CT),CHICO I E-2
BOGOTA D.C. (CT),NUEVO KENNEDY E-8
BOGOTA D.C. (CT),COLINA LINDA E-11
BOGOTA D.C. (CT),QUINTA CAMACHO E-2
BOGOTA D.C. (CT),VILLA NUEVA   E-8
BOGOTA D.C. (CT),URB. MIRANDELA E-11
BOGOTA D.C. (CT),RICAURTE E-14
BOGOTA D.C. (CT),TEUSAQUILLO E-13
BOGOTA D.C. (CT),URB. PUENTE ARANDA E-16
BOGOTA D.C. (CT),GALAN E-16
BOGOTA D.C. (CT),PATIO BONITO I E-8
BOGOTA D.C. (CT),TUNALITO E-6
BOGOTA D.C. (CT),VERACRUZ E-3
BOGOTA D.C. (CT),ALQUERIA LA FRAGUA E-8
BOGOTA D.C. (CT),URB. MARSELLA E-8
BOGOTA D.C. (CT),VILLA DEL PRADO E-11
BOGOTA D.C. (CT),PATIO BONITO I E-8
BOGOTA D.C. (CT),ALAMEDA E-10
BOGOTA D.C. (CT),PRADO VERANIEGO E-11
BOGOTA D.C. (CT),MANDALAY I ETAPA E-8
BOGOTA D.C. (CT),SAN DIEGO E-3
BOGOTA D.C. (CT),SOCIEGO E-4
BOGOTA D.C. (CT),GALAN E-16
BOGOTA D.C. (CT),LA URIBE E-1
BOGOTA D.C. (CT),SAN VICENTE FERRER E-6
BOGOTA D.C. (CT),BOSA E-7
BOGOTA D.C. (CT),URB. TIERRA LINDA E-11
BOGOTA D.C. (CT),LA BELLEZA E-4
BOGOTA D.C. (CT),FERIAS E-10
BOGOTA D.C. (CT),ARBORIZADORA ALTA E-19
BOGOTA D.C. (CT),URB. VILLA SONIA E-16
BOGOTA D.C. (CT),LOS SAUCES E-16
SOACHA,EL PORVENIR
RIOHACHA (CT),PADILLA
RIOHACHA (CT),VILLA JARDIN
VILLANUEVA,EL CENTRO
NEIVA (CT),LA TOMA
NEIVA (CT),JOSE MARIA CARBONEL
NEIVA (CT),MIRA RIO ETAPA III
NEIVA (CT),CAMPO NUNHEZ
NEIVA (CT),CAMPO NUNHEZ
PITALITO,VEREDA SANTA ROSA
CIENAGA,SAN RAFAEL
CIENAGA,BARRIO ABAJO
CIENAGA,KENNEDY
SANTA MARTA (CT),PANDO
SANTA MARTA (CT),PLAYA BLANCA
SANTA MARTA (CT),RIVERA DEL RIO
GRANADA,EL JARDIN
VILLAVICENCIO (CT),ESTERO
VILLAVICENCIO (CT),CENTRO
VILLAVICENCIO (CT),VEGA
VILLAVICENCIO (CT),VEGA
VILLAVICENCIO (CT),SANTA HELENA I
IPIALES,CENTRO
IPIALES,SAN FELIPE
IPIALES,SAN FELIPE
LA UNION,LA PRADERA
PASTO (CT),LAS LUNAS
PASTO (CT),CENTENARIO
PASTO (CT),EL CALVARIO
PASTO (CT),LAS CUADRAS
PASTO (CT),COLPATRIA
TUQUERRES,SAN SEBASTIAN
CUCUTA (CT),BARRIO EL RODEO
CUCUTA (CT),BARRIO LATINO
CUCUTA (CT),BARRIO CALLEJON
CUCUTA (CT),BARRIO ATALAYA 1 ETAPA
CUCUTA (CT),BARRIO TOLEDO PLATA
CUCUTA (CT),BARRIO LLERAS RESTREPO
CUCUTA (CT),BARRIO CUCUTA 75
OCANHA,BARRIO LA GLORIA
OCANHA,BARRIO LA GLORIA
PAMPLONA,BARRIO LA PLAZUELA
MOCOA (CT),KILOMETRO 9 VIA MOCOA - PITALITO
ARMENIA (CT),BOSQUES DE PINARES
ARMENIA (CT),SAN JOSE
ARMENIA (CT),SECTOR CENTRO COMERCIAL UNICENTRO
ARMENIA (CT),ARENALES
DOSQUEBRADAS,VILLAS DEL CAMPESTRE
DOSQUEBRADAS,SANTA TERESITA
PEREIRA (CT),MIRASOL
PEREIRA (CT),MARAYA
PEREIRA (CT),LA PAZ CENTRO
PEREIRA (CT),VILLAVICENCIO
PEREIRA (CT),VILLAVICENCIO
SAN ANDRES (CT),LOMA COVE
BARRANCABERMEJA,PROVIVIENDA
BARRANCABERMEJA,PROVIVIENDA
BARRANCABERMEJA,PROVIVIENDA
BARRANCABERMEJA,GALAN GOMEZ
BARRANCABERMEJA,SANTA ANA
BUCARAMANGA (CT),TRANSICION I
BUCARAMANGA (CT),GIRARDOT
BUCARAMANGA (CT),LA SALLE
BUCARAMANGA (CT),INV. PAISAJES DEL NORTE
BUCARAMANGA (CT),SAN ALONSO
BUCARAMANGA (CT),CABECERA DEL LLANO
BUCARAMANGA (CT),SOTOMAYOR
FLORIDABLANCA,ALTAMIRA
FLORIDABLANCA,ZAPAMANGA V
FLORIDABLANCA,ANILLO VIAL
FLORIDABLANCA,CASCO ANTIGUO DE FLORIDABLANCA
FLORIDABLANCA,ANILLO VIAL
SINCELEJO (CT),ALFONSO LOPEZ
SINCELEJO (CT),CIUDADELA UNIVERSITARIA
SINCELEJO (CT),AV. LUIS CARLOS GALAN
SINCELEJO (CT),AV. LUIS CARLOS GALAN
SINCELEJO (CT),EL BOSQUE
SINCELEJO (CT),ALFONSO LOPEZ
SINCELEJO (CT),20 DE JULIO
SINCELEJO (CT),AV OKALA SECTOR TRANSPORTE PUEBLOS
CHAPARRAL,CENTRO
ESPINAL,BALCANES
ESPINAL,CENTRO
ESPINAL,SAN PEDRO
HONDA,LA AURORA
HONDA,GUALI
IBAGUE (CT),CALARCA
IBAGUE (CT),EL SALADO
IBAGUE (CT),BOQUERON
IBAGUE (CT),CIUDAD LUZ
CALI (CT),LA HACIENDA E17
CALI (CT),PIZAMOS III - LAS DALIAS E21
CALI (CT),SAN NICOLAS E3
CALI (CT),URB. COLSEGUROS E19
CALI (CT),V. MERCEDES I - V. LUZ- LAS GARZAS E21
CALI (CT),LOS LAGOS E13
CALI (CT),LAS QUINTAS DE DON SIMON E17
CALI (CT),SAN NICOLAS E3
CALI (CT),EL PENHON E3
CALI (CT),NAPOLES E18
CALI (CT),SAN JOAQUIN E17
CALI (CT),CHAPINERO E8
CALI (CT),SANTA ISABEL E19
CALI (CT),ALAMEDA E9
CALI (CT),ALFONSO LOPEZ III E7
CALI (CT),LILI E17
CALI (CT),REPUBLICA ISRAEL E16
CALI (CT),U.R. SANTIAGO DE CALI E19
CALI (CT),NUEVA FLORESTA E12
CALI (CT),PARCELACIONES PANCE E22
CALI (CT),JUANAMBU E2
CALI (CT),LA FLORA E2
CALI (CT),SAN PEDRO E3
CALI (CT),CALIMA E4
CALI (CT),VILLA DEL PRADO - EL GUABITO E5
CALI (CT),CHAMPAGNAT E19
CALI (CT),LOS PARQUES - BARRANQUILLA E5
DAGUA,CORREGIMIENTO EL PINHAL
GUADALAJARA DE BUGA,DIVINO NINHO
GUADALAJARA DE BUGA,EL MOLINO
JAMUNDI,ESMERALDA E24
PALMIRA,FRAY LUIS
PALMIRA,ESTONIA
BELLO,SAN JOSE OBRERO
BELLO,SUAREZ
ENVIGADO,EL SALADO
MARINILLA,PARQUE PRINCIPAL
MEDELLIN (CT),TENCHE C-15
MEDELLIN (CT),VDA.  EL PLAN STA. E.
MEDELLIN (CT),EL DIAMANTE C-7
MEDELLIN (CT),CAMPO AMOR C-15
MEDELLIN (CT),BOMBONA 1 C-10
MEDELLIN (CT),BELEN C-16
MEDELLIN (CT),FLORIDA NUEVA C-11
MEDELLIN (CT),ESTADIO C-11
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),LAS VIOLETAS C-16
MEDELLIN (CT),VILLA DEL SOCORRO  C-2
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CENTRO ADMINISTRATIVO C-10
MEDELLIN (CT),SAN JAVIER 1 C-13
MEDELLIN (CT),EL CHAGUALO C-10
MEDELLIN (CT),FLORIDA NUEVA C-11
MEDELLIN (CT),ESTACION VILLA C-10
