BARRIO,ZONA
BELLA VISTA,URBANA
ALAMOS NORTE,URBANA
SAN MARTIN DE PORRES,URBANA
SAN MARTIN DE PORRES,URBANA
LUIS IGNACIO ANDRADE,URBANA
LAS BRISAS,URBANA
EL LIMONAR,URBANA
EL LIMONAR,URBANA
TIMANCO,URBANA
CACHINGOS,URBANA
CENTRO,URBANA
VEGA,URBANA
PORVENIR,URBANA
ATAHUALPA,URBANA
PANDIACO,URBANA
BOMBONA,URBANA
LA AURORA,URBANA
EL DORADO,URBANA
BARRIO QUINTA VELE,URBANA
BARRIO CENTRO,URBANA
BARRIO LATINO,URBANA
BARRIO CONTENTO,URBANA
BARRIO SEVILLA,URBANA
PUERTO ESPEJO,RURAL
PUERTO ESPEJO,RURAL
PARQUE SUCRE,URBANA
LA CASTELLANA,URBANA
SECTOR ESTACION FERROCARRIL,URBANA
COLON,URBANA
ZONA CENTRO,URBANA
CENTRO (A) PEREIRA,URBANA
CENTRO (A) PEREIRA,URBANA
SECTOR GALERIA CENTRAL,URBANA
LUIS ALBERTO DUQUE,URBANA
PERLA DEL SUR,URBANA
EL TRAPICHE,URBANA
CENTRO,URBANA
BUCARAMANGA,URBANA
QUINTA ESTRELLA,URBANA
BUCARAMANGA,URBANA
MONTE BLANCO,URBANA
CANHAVERAL,URBANA
CANHAVERAL,URBANA
CANHAVERAL,URBANA
LOS ALARES,URBANA
LOS ALARES,URBANA
POBLADO,URBANA
POBLADO,URBANA
CIUDADELA SURATOQUE I,URBANA
JARDIN I ETAPA,URBANA
LA UNION,URBANA
JORDAN IV ETAPA,URBANA
SILOE E20,URBANA
ALAMEDA E9,URBANA
EL LIDO E19,URBANA
EL PONDAJE E13,URBANA
TERRON COLORADO E1,URBANA
BENJAMIN HERRERA E8,URBANA
SAN MARINO E7,URBANA
SIETE DE AGOSTO E7,URBANA
ALFONSO LOPEZ III E7,URBANA
GUAYAQUIL E9,URBANA
POPULAR E4,URBANA
VERSALLES E2,URBANA
LAS CEIBAS E7,URBANA
EL CEDRO E19,URBANA
REPUBLICA ISRAEL E16,URBANA
LOS ALCAZARES E6,URBANA
SAN ANTONIO E3,URBANA
SANTA MONICA POPULAR E8,URBANA
JORGE ELIECER GAITAN,URBANA
RECREO,URBANA
FATIMA,URBANA
URB. POBLADO CAMFAUNION,URBANA
CIUDADELA DEL NORTE,URBANA
YARUMITO,URBANA
VILLANUEVA C-10,URBANA
LA PINHUELA  C-4,URBANA
SURAMERICANA C-11,URBANA
LA CANDELARIA C-10,URBANA
LAURELES C-11,URBANA
EL RINCON C-16,URBANA
SEVILLA  C-4,URBANA
LA CANDELARIA C-10,URBANA
BOMBONA 1 C-10,URBANA
BARRIO COLON C-10,URBANA
LA CANDELARIA C-10,URBANA
PICACHO C-6,URBANA
DOCE DE OCTUBRE C-6,URBANA
CONQUISTADORES C-11,URBANA
BOSTON C-10,URBANA
LA CANDELARIA C-10,URBANA
LAURELES C-11,URBANA
LA CANDELARIA C-10,URBANA
CAMPO AMOR C-15,URBANA
VILLA CARLOTA C-14,URBANA
ESTACION VILLA C-10,URBANA
ESTACION VILLA C-10,URBANA
SAN BENITO C-10,URBANA
PROGRESO C-5,URBANA
BELLO HORIZONTE C-7,URBANA
SAN JOSE,URBANA
LOS OLIVOS I,URBANA
SIMON BOLIVAR,URBANA
COSTA HERMOSA,URBANA
LOS ALMENDROS III,URBANA
CENTRO,URBANA
CENTRO,URBANA
BARRIO EL CARIBE,URBANA
CENTRO,URBANA
PALERMO,URBANA
LOS ALMENDROS,URBANA
MARIA PAZ,URBANA
CENTRO,URBANA
MARIA CAMILA,URBANA
MIS ESFUERZOS,URBANA
RUTA CERETE SAN PELAYO,URBANA
BUENAVISTA,URBANA
MOGAMBO,URBANA
ALCAPARROS I-II E-11,URBANA
VILLA MARIA I E-11,URBANA
LOS MOLINOS DEL SUR E-18,URBANA
CHAPINERO ALTO E-2,URBANA
CHAPINERO CENTRAL E-2,URBANA
LA URIBE E-1,URBANA
TEUSAQUILLO E-13,URBANA
BOSA NOVA E-7,URBANA
LA CONCEPCION E-12,URBANA
URB. SANTA RITA I SECTOR E-16,URBANA
ONEIDA  E-8,URBANA
PALERMO E-13,URBANA
LAS AGUAS E-3,URBANA
PRADO VERANIEGO E-11,URBANA
SAN LUIS E6,URBANA
TEUSAQUILLO E-13,URBANA
CHAPINERO CENTRAL E-2,URBANA
TIBABITA E-1,URBANA
SABANA GRANDE E-9,URBANA
JOSE JOAQUIN VARGAS E-12,URBANA
CENTRO INTERNACIONAL E-3,URBANA
URB. SAN GABRIEL E-16,URBANA
QUIRIGUA I E-10,URBANA
SANTANDERCITO E-1,URBANA
EL PINO E-11,URBANA
URB. SAN PATRICIO E-1,URBANA
CHICO NORTE I E-2,URBANA
QUIRIGUA I E-10,URBANA
CARVAJAL E-8,URBANA
LAS NIEVES E-3,URBANA
SAN JOSE DE FONTIBON E-9,URBANA
BELLA VISTA SUR E-4,URBANA
CANDELARIA LA NUEVA I SECTOR E-19,URBANA
LA LIBERTAD E-7,URBANA
VOTO NACIONAL E-14,URBANA
LA PORCIUNCULA E-2,URBANA
CIUDAD SALITRE II E-13,URBANA
LAS AGUAS E-3,URBANA
URB. CLARET EL CARMEN E-6,URBANA
CIUDAD GALAN E-8,URBANA
CIUDAD KENNEDY CENTRAL E-8,URBANA
ALTOS DEL REDIL E-1,URBANA
LA GRANJA NORTE E-1,URBANA
CIUDAD JARDIN SUR E-15,URBANA
TEUSAQUILLO E-13,URBANA
LAS AGUAS E-17,URBANA
VERBENAL E-1,URBANA
BONANZA E-10,URBANA
GALAN E-16,URBANA
7 DE AGOSTO E-12,URBANA
LOS MOLINOS I SECTOR E-18,URBANA
BARBULA,URBANA
CENTRO,URBANA
SAN SILVESTRE,URBANA
SANTA ISABEL,URBANA
ORO NEGRO,URBANA
CENTRO,URBANA
POPULAR,URBANA
SAN JOSE,URBANA
PORVENIR,URBANA
CRISTO REY,URBANA
PANDO,URBANA
JARDIN,URBANA
VIRREY,URBANA
FLORENCIA,URBANA
CENTRO,URBANA
MIJITAYO ALTO,URBANA
CENTRO,URBANA
EL PILAR,URBANA
TORO BAJO,URBANA
GRANADA I,URBANA
SAN IGNACIO,URBANA
CHAMBU I,URBANA
INEM,URBANA
PEDAGOGICO,URBANA
BARRIO CALLEJON,URBANA
BARRIO SAN JOSE,URBANA
BARRIO LATINO,URBANA
BARRIO QUINTA ORIENTAL,URBANA
BARRIO NUEVO,URBANA
BARRIO SAN EDUARDO,URBANA
LAS MARGARITAS,URBANA
GRANADA,URBANA
ZONA CENTRO,URBANA
EL OBRERO,URBANA
COITEVI,URBANA
GAITAN,URBANA
VICENTE LOPEZ,URBANA
LA CARMELITA,URBANA
CENTRO (A) PEREIRA,URBANA
SAN FERNANDO,URBANA
CENTENARIO,URBANA
VARIANTE CONDINA T. PUERTAS,URBANA
EL PARAISO,URBANA
BUCARAMANGA,URBANA
MUTIS,URBANA
ALFONSO LOPEZ,URBANA
PROVENZA,URBANA
URB. ALTOS DEL VALLE,URBANA
ZAPAMANGA V,URBANA
EL REMANSO,URBANA
RINCON DE GIRON,URBANA
URB. VITAR,URBANA
FORD,URBANA
JARDIN I ETAPA,URBANA
MAYAPAN - LAS VEGAS E17,URBANA
EL PENHON E3,URBANA
URB. TEQUENDAMA E19,URBANA
CUARTO LEGUA - GUADALUPE E19,URBANA
SAN JOAQUIN E17,URBANA
PRIMERO DE MAYO E17,URBANA
MELENDEZ E18,URBANA
SIETE DE AGOSTO E7,URBANA
SANTA MONICA POPULAR E8,URBANA
SIETE DE AGOSTO E7,URBANA
MARROQUIN I E14,URBANA
METROPOLITANO DEL NORTE E5,URBANA
CIUDAD CORDOBA E15,URBANA
SAN PEDRO E3,URBANA
EL TRONCAL E8,URBANA
LA ALIANZA E4,URBANA
URB. COLSEGUROS E19,URBANA
SANTANDER E4,URBANA
NUEVA TEQUENDAMA E19,URBANA
EL LLANO,URBANA
CGTO BOLO ALIZAL,URBANA
CGTO DAPA E25,RURAL
CGTO DAPA E25,RURAL
EL SALADO,URBANA
LOS BALSOS 1 C-14,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
BARRIO COLOMBIA C-14,URBANA
LA CANDELARIA C-10,URBANA
VILLANUEVA C-10,URBANA
ALFONSO LOPEZ C-5,URBANA
CARIBE C-5,URBANA
LA AGUACATALA C-14,URBANA
SIMON BOLIVAR C-12,URBANA
LOS BALSOS 1 C-14,URBANA
ALFONSO LOPEZ,URBANA
LAS ESMERALDA,URBANA
CENTRO,URBANA
VILLA SAN PEDRO 1,URBANA
SAN FELIPE,URBANA
VILLA SAN PABLO,URBANA
CEBALLOS,URBANA
BARRIO CENTRAL,URBANA
CENTRO,URBANA
BARRIO CENTRO,URBANA
BARRIO SAN CARLOS,URBANA
CENTRO,URBANA
BARRIO VILLAPILAR,URBANA
CONJUNTO HABITACIONAL BOSQUES DE BENGALA,URBANA
SAN SEBASTIAN,URBANA
AEROCIVIL,URBANA
CENTRO,URBANA
CIUDAD JARDIN,URBANA
VDA LA REJOYA,RURAL
URB. FUCHA,URBANA
ALFONSO LOPEZ,URBANA
LA ESMERALDA,URBANA
LA MANUELITA,URBANA
LA MANUELITA,URBANA
EL PARAISO,URBANA
OSPINA PEREZ,URBANA
PALOQUEMAO E-14,URBANA
SAN MARTIN DE LOBA E-4,URBANA
EL RECREO E-7,URBANA
LAS AGUAS E-3,URBANA
LA CAPUCHINA E-3,URBANA
LA SOLEDAD E-13,URBANA
GRAN BRITALIA E-8,URBANA
LA AURORA I SECTOR E-5,URBANA
PATIO BONITO I E-8,URBANA
RICAURTE E-14,URBANA
LOURDES E-2,URBANA
ANTIGUO COUNTRY E-2,URBANA
EL PORVENIR E-8,URBANA
MARIA PAZ E-8,URBANA
URB. CARACAS E-15,URBANA
BARRIOS UNIDOS E-12,URBANA
TORCA GONGORA E-1,URBANA
LA CANDELARIA E-17,URBANA
LAS BRISAS E-4,URBANA
PATIO BONITO I E-8,URBANA
CENTRO E-3,URBANA
LA PORCIUNCULA E-2,URBANA
PASADENA ROYAL E-11,URBANA
SABANA GRANDE E-9,URBANA
AGUAS CLARAS E-4,URBANA
LOS CEDRITOS E-1,URBANA
SANTA BIBIANA E-1,URBANA
SUCRE E-2,URBANA
PATIO BONITO I E-8,URBANA
SANTA BARBARA E-1,URBANA
URB. BOSQUES DE LA CANDELARIA E-19,URBANA
PALERMO E-13,URBANA
SAGRADO CORAZON E-3,URBANA
SANTA VIVIANA E-19,URBANA
POLO OCCIDENTAL II SECTOR E-12,URBANA
AURES I-II E-11,URBANA
LA FRAGUA E-14,URBANA
SUCRE E-2,URBANA
CONJUNTO RESIDENCIAL LA PRADERA E-1,URBANA
TEUSAQUILLO E-13,URBANA
AURES II E-11,URBANA
BARRANCAS E-1,URBANA
LAS QUINTAS DEL SUR E-19,URBANA
LLANO GRANDE E-8,URBANA
LUCERO MEDIO E-19,URBANA
NOGALES DE SUBA E-11,URBANA
MARIA PAULA,URBANA
INSP.LA GRAN VIA,RURAL
EL LIBERTADOR,URBANA
EL LIBERTADOR,URBANA
ABAJO,URBANA
LIBERTADOR,URBANA
CENTRO,URBANA
SANTA LUCIA,URBANA
RODADERO TRADICIONAL,URBANA
VILLA DEL RIO,URBANA
RECREO,URBANA
MALVINAS,RURAL
MALVINAS,RURAL
CENTRO,URBANA
CENTRO,URBANA
SAN IGNACIO,URBANA
IDEMA,URBANA
SANTIAGO,URBANA
NUEVA ARANDA,URBANA
BARRIO EL LLANO,URBANA
BARRIO CAMILO DAZA,URBANA
BARRIO CARORA,URBANA
BARRIO EL SALADO,URBANA
BARRIO LA PLAYA,URBANA
BARRIO LATINO,URBANA
BARRIO LOS PINOS,URBANA
CENTRO,URBANA
CENTRO,URBANA
PARQUE URIBE,URBANA
VDA. LA GRAMINEA,RURAL
P.INDUSTRIAL A,URBANA
PLAZA CIVICA CIUDAD VICTORIA,URBANA
PALMIRA,URBANA
CABECERA DEL LLANO,URBANA
SAN FRANCISCO,URBANA
ANTONIA SANTOS,URBANA
EL ROCIO,URBANA
CAFE MADRID,URBANA
CENTRO,URBANA
TEJADITOS,URBANA
TEJADITOS,URBANA
SANTA MARGARITA MARIA,URBANA
SAN TROPEL,URBANA
LA POLA,URBANA
SALIDA SUR VIA BUGALAGRANDE / ANDALUCIA,RURAL
SAN PEDRO E3,URBANA
EL GRAN LIMONAR E17,URBANA
JORGE ELIECER GAITAN E6,URBANA
LOS NARANJOS II E14,URBANA
CIUDAD CORDOBA E15,URBANA
EL DORADO E10,URBANA
CANEY E17,URBANA
ALAMEDA E9,URBANA
CAMINO REAL - LOS FUNDADORES E19,URBANA
CENTRAL,URBANA
CAIMITOS,URBANA
UNION DE VIVIENDA POPULAR,URBANA
MANILA C-14,URBANA
BELEN C-16,URBANA
BOMBONA 1 C-10,URBANA
BOMBONA 1 C-10,URBANA
CENTRO S.C.,URBANA
LA CANDELARIA C-10,URBANA
CALAZANS C-12,URBANA
LA CANDELARIA C-10,URBANA
VILLA GUADALUPE C-1,URBANA
LA CANDELARIA C-10,URBANA
ANDALUCIA  C-2,URBANA
EL POBLADO C-14,URBANA
LA CANDELARIA C-10,URBANA
SURAMERICANA C-11,URBANA
POPULAR 1 C-1,URBANA
VILLA DEL SOCORRO  C-2,URBANA
CONQUISTADORES C-11,URBANA
EL POBLADO C-14,URBANA
GIRARDOT C-5,URBANA
BRISAS DEL LLANO,URBANA
VILLA MIRYAM,URBANA
MANZANARES,URBANA
SOLANO,URBANA
CENTRO,URBANA
CENTRO,URBANA
FATIMA,URBANA
VDA EL TABLAZO,RURAL
LA CAROLA,URBANA
EL CUNDUY,URBANA
VIA TRONCAL DEL HACHA,URBANA
BELLO HORIZONTE,URBANA
VALENCIA,URBANA
CADILLAL,URBANA
CADILLAL,URBANA
MORALES DUQUE,URBANA
VILLA LEONOR,URBANA
VILLA LEONOR,URBANA
LOS CORTIJOS,URBANA
FURATENA,URBANA
PAZ DEL NORTE,URBANA
EL POA E-11,URBANA
PALO BLANCO E-10,URBANA
SAN VICTORINO E-14,URBANA
SANTA BARBARA E-1,URBANA
SERAFINA E-4,URBANA
CAMPINHA E-11,URBANA
EL RETIRO E-2,URBANA
LOS CEDRITOS E-1,URBANA
BOLIVIA E-10,URBANA
VERBENAL E-1,URBANA
CASTILLA REAL     E-8,URBANA
MANDALAY I ETAPA E-8,URBANA
PATIO BONITO I E-8,URBANA
SUCRE E-2,URBANA
URB. COMPARTIR E-11,URBANA
SAN FRANCISCO E-19,URBANA
HIPOTECHO OCCIDENTAL E-8,URBANA
CHAPINERO ALTO E-2,URBANA
SANTA INES E-3,URBANA
VILLA MARIA I E-11,URBANA
PALOQUEMAO E-14,URBANA
UNICENTRO E-1,URBANA
CHAPINERO ALTO E-2,URBANA
BARRANCAS E-1,URBANA
LA FRAGUA E-15,URBANA
LA PRADERA NORTE E-16,URBANA
LA ESTACION E-7,URBANA
TEUSAQUILLO E-13,URBANA
TEUSAQUILLO E-13,URBANA
EL TINTAL E-8,URBANA
GALAN E-16,URBANA
LA AURORA I SECTOR E-5,URBANA
MARLY E-2,URBANA
VILLA DIANA E-4,URBANA
SALAZAR GOMEZ E-16,URBANA
CIUDAD DE CALI E-8,URBANA
TINTAL    E-8,URBANA
CENTRO,URBANA
URB. MAJAYURA I ETAPA,URBANA
VEREDA BARBACOA,RURAL
CORREGIMIENTO DE CAMARONES,URBANA
LOS NOGALES,URBANA
LA INDEPENDENCIA,URBANA
ALTICO,URBANA
EL OASIS,URBANA
LAS  MERCEDES,URBANA
CENTRO,URBANA
CENTRO,URBANA
TERMINAL,URBANA
QUINCHE,URBANA
RODADERO TRADICIONAL,URBANA
PRADOS DE SIBERIA,URBANA
7 DE AGOSTO,URBANA
LA ROSITA,URBANA
SERRAMONTE,URBANA
LA ESPERANZA II ETAPA,URBANA
SANTA HELENA I,URBANA
LAS LUNAS,URBANA
PUCALPA II,URBANA
SAN MIGUEL,URBANA
MARILUZ I,URBANA
LIBERTAD,URBANA
BARRIO CENTRO,URBANA
BARRIO CALLEJON,URBANA
BARRIO CENTRO,URBANA
SANTAFE,URBANA
SECTOR CAM,URBANA
SIMON BOLIVAR,URBANA
ZONA CENTRO,URBANA
GUADUALITO,URBANA
LA ISLA DE CUBA,URBANA
B. LAS ARAUCARIAS,URBANA
CRISTO REY,URBANA
LA CAMPANA,URBANA
GRANJAS RIGAN,URBANA
ALARCON,URBANA
CENTRO,URBANA
LA JOYA,URBANA
ZAPAMANGA IV,URBANA
CIUDADELA LA ARGENTINA,URBANA
SAN LUIS,URBANA
EL MOLINO,URBANA
EL CENTRO,URBANA
LA SELVA,URBANA
AV. LAS PENHITAS,URBANA
RONDON,URBANA
LA ALIANZA E4,URBANA
LA FLORA E2,URBANA
ULPIANO LLOREDA E13,URBANA
ANGEL DEL HOGAR E7,URBANA
JULIO RINCON E12,URBANA
ATANASIO GIRARDOT E8,URBANA
VALLADO E15,URBANA
VALLADO E15,URBANA
EL JARDIN E11,URBANA
CIUDAD CAMPESTRE E22,URBANA
URB. TEQUENDAMA E19,URBANA
EL CALVARIO E3,URBANA
NUEVA TEQUENDAMA E19,URBANA
URB. COLSEGUROS E19,URBANA
CALDAS E18,URBANA
JUNIN E9,URBANA
BOSQUES DEL LIMONAR E17,URBANA
SAN FERNANDO VIEJO E19,URBANA
SANTA TERESITA E2,URBANA
SAN PEDRO CLAVER E11,URBANA
LOS COMUNEROS II E13,URBANA
LOS ANDES B - LA RIVERA E5,URBANA
MONCALEANO,URBANA
BARRIO NUEVO,URBANA
COLOMBIA,URBANA
LAS BRISAS,URBANA
CARIBE C-5,URBANA
ESTADIO C-11,URBANA
ESTADIO C-11,URBANA
LOS ALCAZARES C-13,URBANA
EL POBLADO C-14,URBANA
ESTADIO C-11,URBANA
SANTA MONICA C-12,URBANA
LAURELES C-11,URBANA
LAURELES C-11,URBANA
SEVILLA  C-4,URBANA
VILLA CARLOTA C-14,URBANA
EL POBLADO C-14,URBANA
BELLO HORIZONTE C-7,URBANA
EL POBLADO C-14,URBANA
EL PASO,RURAL
EL PASO,RURAL
EL BOSQUE,URBANA
LA MANGA,URBANA
LA LUZ,URBANA
EL LIMON,URBANA
SIMON BOLIVAR,URBANA
PRADO,URBANA
ABAJO,URBANA
EL CARMEN,URBANA
CASTILLO GRANDE,URBANA
SANTA BARBARA,URBANA
VDA. SAN ONOFRE,RURAL
VDA. SAN ONOFRE,RURAL
CENTRO,URBANA
LIBERTADOR,URBANA
BARRIO GALERIAS,URBANA
CENTRO,URBANA
PALERMO,URBANA
VDA.SANTAGUEDA,RURAL
JOSE MARIA OBANDO,URBANA
BOLIVAR,URBANA
AIDA LUCIA,URBANA
LA ESMERALDA,URBANA
LA LADERA,URBANA
RINCON DE LA ESTANCIA,URBANA
CASERIO AGUAZUL,RURAL
LA FERIA,URBANA
LA FERIA,URBANA
NUEVA COLOMBIA,URBANA
KENNEDY,URBANA
LA ESPERANZA,URBANA
LOS ROBLES,URBANA
UNICENTRO E-1,URBANA
CIUDAD KENNEDY CENTRAL E-8,URBANA
LA PORCIUNCULA E-2,URBANA
CARVAJAL E-8,URBANA
EL JAZMIN I SECTOR E-16,URBANA
CHAPINERO CENTRAL E-2,URBANA
SAN DIEGO E-3,URBANA
EL CENTENARIO E-18,URBANA
LA TOSCANA E-11,URBANA
LUCERO BAJO E-19,URBANA
LAGOS DE SUBA E-11,URBANA
RESTREPO E-15,URBANA
NAVARRA E-1,URBANA
VILLA DEL PRADO E-11,URBANA
SAN ISIDRO E-4,URBANA
SAN FERNANDO E-12,URBANA
RESTREPO E-15,URBANA
VALBANERA E-15,URBANA
PATIO BONITO I E-8,URBANA
VITELMA E-4,URBANA
CENTRO INTERNACIONAL E-3,URBANA
EL CORTIJO E-10,URBANA
NORMANDIA E-10,URBANA
NIZA SUR I E-11,URBANA
CALIMA E-4,URBANA
CIUDAD KENNEDY CENTRAL E-8,URBANA
POLO CLUB E-12,URBANA
LONDRES E-11,URBANA
GAITAN E-12,URBANA
GRAN GRADANA I Y II E-10,URBANA
ANTIGUO COUNTRY E-2,URBANA
LA LIBERTAD I E-7,URBANA
MIRADOR DE SANTA SOFIA E-18,URBANA
CENTRO,URBANA
EL CARMEN,URBANA
JOSE D BOSCAN,URBANA
URB. MANANTIAL,URBANA
VEREDA EL TRIUNFO,RURAL
SANTA LIBRADA,URBANA
LA VICTORIA,URBANA
CALAMO,URBANA
VEREDA LA CANHADA,RURAL
VEREDA LA CANHADA,RURAL
MIRAMAR,URBANA
JARDIN,URBANA
CIUDADELA 29 DE JULIO,URBANA
20 DE JULIO,URBANA
PESCAITO,URBANA
VILLA DEL CARMEN,URBANA
SIMON BOLIVAR,URBANA
SIMON BOLIVAR,URBANA
CENTRO,URBANA
MINUTO DE DIOS,RURAL
VAINILLA,URBANA
VILLA JULIA,URBANA
SANTA MARIA ALTA,URBANA
CARLOS LLERAS,RURAL
NUEVA ARANDA,URBANA
TAMASAGRA I,URBANA
PANORAMICO I ETAPA,URBANA
POPULAR,URBANA
MIJITAYO ALTO,URBANA
BOLIVAR,URBANA
SECTOR ESTADIO CENTENARIO,URBANA
EL BELEN,URBANA
MIRAFLOREZ,URBANA
VDA.RIO VERDE BAJO,RURAL
VDA.RIO VERDE BAJO,RURAL
PUERTO NUEVO,URBANA
CENTRO (A) PEREIRA,URBANA
PINARES,URBANA
CENTRO (A) PEREIRA,URBANA
CENTRO (A) PEREIRA,URBANA
ALAMOS,URBANA
RAFAEL RANGEL,URBANA
GRANADA,URBANA
SAN CRISTOBAL,URBANA
EL TEJAR,URBANA
RICAURTE,URBANA
PROVENZA,URBANA
LOS ANGELES,URBANA
VILLABEL,URBANA
BUCARICA,URBANA
CASCO ANTIGUO DE FLORIDABLANCA,URBANA
POBLADO,URBANA
SAN ANTONIO,URBANA
EL CENTRO,URBANA
PLAYA HERMOSA,RURAL
EL RECREO,RURAL
EL RECREO,RURAL
CENTRO,URBANA
CENTRO,URBANA
BELEN,URBANA
RESACAS,URBANA
CENTRO,URBANA
LA CASCADA E19,URBANA
CIUDAD CAMPESTRE E22,URBANA
BRETANHA E9,URBANA
LA FLORA E2,URBANA
LAGUNA EL PONDAJE E13,URBANA
NUEVA TEQUENDAMA E19,URBANA
LAS QUINTAS DE DON SIMON E17,URBANA
SAN LUIS II E6,URBANA
PRADOS DEL NORTE E2,URBANA
SAN FERNANDO VIEJO E19,URBANA
SAN LUIS E6,URBANA
SAN FERNANDO NUEVO E19,URBANA
VALLADO E15,URBANA
VILLA DEL PRADO - EL GUABITO E5,URBANA
ALFONSO LOPEZ I E7,URBANA
SAN JOAQUIN E17,URBANA
MOLINOS DE CONFANDI,URBANA
LA CONCORDIA,URBANA
PORVENIR,URBANA
PANAMERICANO,URBANA
ROBLEDO C-7,URBANA
GUAYAQUIL C-10,URBANA
ALTAVISTA,RURAL
CENTRO,URBANA
LA PAZ,URBANA
BOSTON,URBANA
SAN JOSE,URBANA
VILLA MUVDI,URBANA
BAZURTO,URBANA
PIE DE LA POPA,URBANA
BARRIO CENTRO,URBANA
SECTOR HIGUERAS,URBANA
CENTRO COMERCIAL GREEN HILLS,URBANA
CENTRO,URBANA
CENTRO,URBANA
PLAZA DE TOROS,URBANA
VILLAMONICA,URBANA
EL REMANSO,URBANA
BELLO HORIZONTE,URBANA
PUELENJE,RURAL
VDA SAN PEDRO,RURAL
EL TESORO,URBANA
VEREDA,RURAL
LOS CORTIJOS,URBANA
25 DE AGOSTO,URBANA
LOS CEDROS,URBANA
CGTO PELAYITO,RURAL
CGTO PELAYITO,RURAL
LA GAITANA E-11,URBANA
PUENTE LARGO E-11,URBANA
EL PANTANITO E-1,URBANA
QUINTA CAMACHO E-2,URBANA
URB. BETANIA E-7,URBANA
SANTA BARBARA E-1,RURAL
SANTANDER E-9,URBANA
EDUARDO SANTOS E-14,URBANA
ALTAMIRA E-4,URBANA
PROVIDENCIA E-7,URBANA
JOSE JOAQUIN VARGAS E-12,URBANA
CHICO NORTE I E-2,URBANA
BANDERAS E-8,URBANA
VALLADOLID      E-8,URBANA
LA URIBE E-1,URBANA
CORABASTOS E-8,URBANA
LA CASTELLANA E-12,URBANA
LA LIBERTAD E-7,URBANA
LAS QUINTAS DEL SUR E-19,URBANA
BALCONES DE RIVERA I,URBANA
URBANIZACION CONCEPCION NO. 1-2-3-4-5,URBANA
TAMINACA 1 Y 2,URBANA
VILLA ORTIZ I,URBANA
AV. LAS AMERICAS,URBANA
PARQUE BOLIVAR,URBANA
BETANIA,URBANA
AV. LAS AMERICAS,URBANA
SAN NICOLAS,URBANA
BARRIO CENTRO,URBANA
SANTAFE,URBANA
LA CASTELLANA,URBANA
VDA.QUEBRADA NEGRA,RURAL
VDA.LAS BRISAS,RURAL
SECTOR BATALLON SAN MATEO,URBANA
PINARES,URBANA
POBLADO II,URBANA
POBLADO II,URBANA
SAN FERNANDO,URBANA
LOMA COVE,URBANA
URB. PLAZA MAYOR,URBANA
CAMPO HERMOSO,URBANA
LAGOS III,URBANA
CASCO ANTIGUO DE FLORIDABLANCA,URBANA
PUERTO MADERO,URBANA
LA ISLA,URBANA
LA ISLA,URBANA
PASEO DEL PUENTE,URBANA
SECTOR EL FRANCES,URBANA
PLAZA MAJAGUAL,URBANA
CENTRO,URBANA
LA CEIBA,URBANA
MACARENA ALTA,URBANA
SIMON BOLIVAR,URBANA
CENTRO,URBANA
PRADOS DEL NORTE E2,URBANA
SIETE DE AGOSTO E7,URBANA
CGTO LA VORAGINE E22,RURAL
LILI E17,URBANA
ALFONSO LOPEZ I E7,URBANA
CALYPSO E13,URBANA
VISTA HERMOSA E1,URBANA
ALFEREZ REAL E18,URBANA
MARROQUIN I E14,URBANA
LOS CAMBULOS E19,URBANA
LA FLORA E2,URBANA
MONCALEANO,URBANA
ZONA CENTRO,URBANA
LA CABANHITA,URBANA
NIQUIA BIFAMILIAR,URBANA
PRIMAVERA,URBANA
TOLDAS,RURAL
VDA. LOMA LOS ZULETAS,RURAL
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
CENTRO ADMINISTRATIVO C-10,URBANA
VILLANUEVA C-10,URBANA
LA PILARICA C-7,URBANA
LAS LOMAS 1 C-14,URBANA
UINIVERSIDAD DE ANTIOQUIA  C-4,URBANA
HOSPITAL SAN VICENTE DE PAUL C-10,URBANA
BOMBONA 1 C-10,URBANA
LA CANDELARIA C-10,URBANA
SEVILLA  C-4,URBANA
LAS BODEGAS,URBANA
CENTRO,URBANA
CENTRO,URBANA
CENTRO,URBANA
SOLEDAD 2000,URBANA
NELSON MANDELA,URBANA
SAN JOSE ALTO,URBANA
BARRIO LIBERTADOR,URBANA
FATIMA,URBANA
BARRIO GALERIAS,URBANA
BARRIO LOS AGUSTINOS,URBANA
NEVADO,URBANA
NEVADO,URBANA
SECTOR EL CABLE,URBANA
LA VEGA,URBANA
MARANATHA,URBANA
VDA CAJAMARCA,RURAL
LA LADERA,URBANA
MARIA OCCIDENTE,URBANA
LA PAZ,URBANA
LA ESMERALDA,URBANA
BELLO HORIZONTE,URBANA
SABANAS DEL VALLE,URBANA
SICARARE,URBANA
NUEVO AMANECER,URBANA
SAN FRANCISCO,URBANA
CHUCHURUBI,URBANA
SAN LUIS 20 DE JULIO E-4,URBANA
ALCAZARES E-12,URBANA
PIAMONTE E-7,URBANA
SAN JOSE SUR E-18,URBANA
EL PINAR E-11,URBANA
SANTA ISABEL E-14,URBANA
VERACRUZ E-3,URBANA
CHAPINERO CENTRAL E-2,URBANA
CIUDAD JARDIN SUR E-15,URBANA
CASTILLA REAL     E-8,URBANA
